#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;shh;XXX;Shoshoni
;;tuj;XXX;Tugutil
;;opk;XXX;Kopkaka
;;rel;XXX;Rendille
;;tyh;XXX;O'du
;;poy;XXX;Pogolo
;;bbc;XXX;Batak Toba
;;kjx;XXX;Ramopa
;;nst;XXX;Tase Naga
;;lad;XXX;Ladino
;;xas;XXX;Kamas
;;yay;XXX;Agwagwune
;;tob;XXX;Toba
;;ayb;XXX;Ayizo Gbe
;;tqq;XXX;Tunni
;;ngh;XXX;N/u
;;kaa;XXX;Kara-Kalpak
;;fin;XXX;Finnish
;;ndh;XXX;Ndali
;;bqt;XXX;Bamukumbit
;;lln;XXX;Lele (Chad)
;;bae;XXX;Baré
;;pui;XXX;Puinave
;;kvn;XXX;Border Kuna
;;aut;XXX;Austral
;;cnc;XXX;Côông
;;nkz;XXX;Nkari
;;aec;XXX;Saidi Arabic
;;dah;XXX;Gwahatike
;;ptt;XXX;Enrekang
;;igs;XXX;Interglossa
;;dsl;XXX;Danish Sign Language
;;gnk;XXX;//Gana
;;mjr;XXX;Malavedan
;;mjp;XXX;Malapandaram
;;ggg;XXX;Gurgula
;;mzr;XXX;Marúbo
;;nsk;XXX;Naskapi
;;kyu;XXX;Western Kayah
;;run;XXX;Rundi
;;snr;XXX;Sihan
;;nea;XXX;Eastern Ngad'a
;;mrx;XXX;Maremgi
;;mon;XXX;Mongolian
;;dua;XXX;Duala
;;emp;XXX;Northern Emberá
;;rgs;XXX;Southern Roglai
;;plo;XXX;Oluta Popoluca
;;gyn;XXX;Guyanese Creole English
;;pmh;XXX;Māhārāṣṭri Prākrit
;;liu;XXX;Logorik
;;ssl;XXX;Western Sisaala
;;nys;XXX;Nyunga
;;mia;XXX;Miami
;;lin;XXX;Lingala
;;nko;XXX;Nkonya
;;kbu;XXX;Kabutra
;;yng;XXX;Yango
;;dhi;XXX;Dhimal
;;kup;XXX;Kunimaipa
;;ams;XXX;Southern Amami-Oshima
;;sts;XXX;Shumashti
;;aqr;XXX;Arhâ
;;urk;XXX;Urak Lawoi'
;;drs;XXX;Gedeo
;;duz;XXX;Duli
;;xms;XXX;Moroccan Sign Language
;;mtk;XXX;Mbe'
;;jiq;XXX;Guanyinqiao
;;tsj;XXX;Tshangla
;;lei;XXX;Lemio
;;mnn;XXX;Southern Mnong
;;uur;XXX;Ura (Vanuatu)
;;wrr;XXX;Wardaman
;;bny;XXX;Bintulu
;;bfr;XXX;Bazigar
;;sjl;XXX;Sajalong
;;erk;XXX;South Efate
;;nwr;XXX;Nawaru
;;nka;XXX;Nkoya
;;mpd;XXX;Machinere
;;bvg;XXX;Bonkeng
;;jml;XXX;Jumli
;;puw;XXX;Puluwatese
;;sbc;XXX;Kele (Papua New Guinea)
;;med;XXX;Melpa
;;sas;XXX;Sasak
;;nen;XXX;Nengone
;;bqg;XXX;Bago-Kusuntu
;;frp;XXX;Arpitan
;;rnd;XXX;Ruund
;;zai;XXX;Isthmus Zapotec
;;dcc;XXX;Deccan
;;gbi;XXX;Galela
;;gex;XXX;Garre
;;yei;XXX;Yeni
;;agy;XXX;Southern Alta
;;xky;XXX;Uma' Lasan
;;soh;XXX;Aka
;;neo;XXX;Ná-Meo
;;byq;XXX;Basay
;;siy;XXX;Sivandi
;;sgz;XXX;Sursurunga
;;kem;XXX;Kemak
;;ldo;XXX;Loo
;;glr;XXX;Glaro-Twabo
;;tsm;XXX;Turkish Sign Language
;;qvw;XXX;Huaylla Wanca Quechua
;;lgg;XXX;Lugbara
;;xlg;XXX;Ligurian (Ancient)
;;spu;XXX;Sapuan
;;gad;XXX;Gaddang
;;tei;XXX;Torricelli
;;pwn;XXX;Paiwan
;;sny;XXX;Saniyo-Hiyewe
;;cia;XXX;Cia-Cia
;;lcf;XXX;Lubu
;;mek;XXX;Mekeo
;;yww;XXX;Yawarawarga
;;lez;XXX;Lezghian
;;urd;XXX;Urdu
;;bsw;XXX;Baiso
;;der;XXX;Deori
;;qvp;XXX;Pacaraos Quechua
;;mxs;XXX;Huitepec Mixtec
;;mvf;XXX;Peripheral Mongolian
;;ire;XXX;Iresim
;;ssu;XXX;Susuami
;;mqr;XXX;Mander
;;stu;XXX;Samtao
;;mtp;XXX;Wichí Lhamtés Nocten
;;mhw;XXX;Mbukushu
;;ikl;XXX;Ikulu
;;teh;XXX;Tehuelche
;;bcd;XXX;North Babar
;;wbq;XXX;Waddar
;;ktl;XXX;Koroshi
;;kxb;XXX;Krobu
;;byk;XXX;Biao
;;jbn;XXX;Nafusi
;;gir;XXX;Red Gelao
;;yby;XXX;Yaweyuha
;;lcp;XXX;Western Lawa
;;pmo;XXX;Pom
;;njt;XXX;Ndyuka-Trio Pidgin
;;dkr;XXX;Kuijau
;;hau;XXX;Hausa
;;bty;XXX;Bobot
;;kzz;XXX;Kalabra
;;lwl;XXX;Eastern Lawa
;;zmz;XXX;Mbandja
;;ulf;XXX;Usku
;;kxz;XXX;Kerewo
;;nee;XXX;Nêlêmwa-Nixumwak
;;mtw;XXX;Southern Binukidnon
;;mjy;XXX;Mahican
;;zpj;XXX;Quiavicuzas Zapotec
;;sme;XXX;Northern Sami
;;gww;XXX;Kwini
;;lbr;XXX;Northern Lorung
;;byj;XXX;Bina (Nigeria)
;;dde;XXX;Doondo
;;are;XXX;Western Arrarnta
;;umn;XXX;Makyan Naga
;;bwo;XXX;Boro (Ethiopia)
;;mcf;XXX;Matsés
;;git;XXX;Gitxsan
;;mbd;XXX;Dibabawon Manobo
;;wya;XXX;Wyandot
;;uhn;XXX;Damal
;;tha;XXX;Thai
;;ztt;XXX;Tejalapan Zapotec
;;bxc;XXX;Molengue
;;aga;XXX;Aguano
;;mti;XXX;Maiwa (Papua New Guinea)
;;gyf;XXX;Gungabula
;;bos;XXX;Bosnian
;;flr;XXX;Fuliiru
;;ins;XXX;Indian Sign Language
;;jeu;XXX;Jonkor Bourmataguil
;;mot;XXX;Barí
;;akw;XXX;Akwa
;;dse;XXX;Dutch Sign Language
;;lre;XXX;Laurentian
;;myj;XXX;Mangayat
;;otu;XXX;Otuke
;;fra;XXX;French
;;kdy;XXX;Keder
;;bcu;XXX;Awad Bing
;;kkq;XXX;Kaiku
;;ulm;XXX;Ulumanda'
;;pni;XXX;Aoheng
;;kbf;XXX;Kakauhua
;;sog;XXX;Sogdian
;;eko;XXX;Koti
;;yzk;XXX;Zokhuo
;;mlk;XXX;Ilwana
;;gog;XXX;Gogo
;;fit;XXX;Tornedalen Finnish
;;yvt;XXX;Yavitero
;;tas;XXX;Tay Boi
;;cto;XXX;Emberá-Catío
;;azb;XXX;South Azerbaijani
;;etu;XXX;Ejagham
;;bcj;XXX;Bardi
;;gus;XXX;Guinean Sign Language
;;lti;XXX;Leti (Indonesia)
;;wkw;XXX;Wakawaka
;;nax;XXX;Nakwi
;;uby;XXX;Ubykh
;;szl;XXX;Silesian
;;yoi;XXX;Yonaguni
;;tmq;XXX;Tumleo
;;slc;XXX;Sáliba
;;lkn;XXX;Lakon
;;xkg;XXX;Kagoro
;;xcw;XXX;Coahuilteco
;;imo;XXX;Imbongu
;;kfm;XXX;Khunsari
;;bax;XXX;Bamun
;;dww;XXX;Dawawa
;;fax;XXX;Fala
;;dbd;XXX;Dadiya
;;tdn;XXX;Tondano
;;ryu;XXX;Central Okinawan
;;kqj;XXX;Koromira
;;nng;XXX;Maring Naga
;;ttu;XXX;Torau
;;lwm;XXX;Laomian
;;nag;XXX;Naga Pidgin
;;knz;XXX;Kalamsé
;;trq;XXX;San Martín Itunyoso Triqui
;;hix;XXX;Hixkaryána
;;yuj;XXX;Karkar-Yuri
;;yud;XXX;Judeo-Tripolitanian Arabic
;;txs;XXX;Tonsea
;;snd;XXX;Sindhi
;;otd;XXX;Ot Danum
;;zmr;XXX;Maranunggu
;;mhq;XXX;Mandan
;;tsp;XXX;Northern Toussian
;;cuv;XXX;Cuvok
;;tuk;XXX;Turkmen
;;xtl;XXX;Tijaltepec Mixtec
;;shi;XXX;Tachelhit
;;pes;XXX;Iranian Persian
;;blo;XXX;Anii
;;asn;XXX;Xingú Asuriní
;;sip;XXX;Sikkimese
;;sil;XXX;Tumulung Sisaala
;;xsn;XXX;Sanga (Nigeria)
;;ple;XXX;Palu'e
;;una;XXX;North Watut
;;zpd;XXX;Southeastern Ixtlán Zapotec
;;bts;XXX;Batak Simalungun
;;bdy;XXX;Bandjalang
;;gam;XXX;Kandawo
;;sag;XXX;Sango
;;xln;XXX;Alanic
;;tqb;XXX;Tembé
;;dnr;XXX;Danaru
;;kym;XXX;Kpatili
;;twx;XXX;Tewe
;;klf;XXX;Kendeje
;;gop;XXX;Yeretuar
;;kkj;XXX;Kako
;;okk;XXX;Kwamtim One
;;khf;XXX;Khuen
;;khm;XXX;Central Khmer
;;kyq;XXX;Kenga
;;mlx;XXX;Malfaxal
;;smd;XXX;Sama
;;swu;XXX;Suwawa
;;xxb;XXX;Boro (Ghana)
;;ukh;XXX;Ukhwejo
;;pce;XXX;Ruching Palaung
;;par;XXX;Panamint
;;mdk;XXX;Mangbutu
;;toq;XXX;Toposa
;;umc;XXX;Marrucinian
;;sww;XXX;Sowa
;;bwi;XXX;Baniwa
;;kgt;XXX;Somyev
;;kwz;XXX;Kwadi
;;alt;XXX;Southern Altai
;;pbn;XXX;Kpasam
;;xce;XXX;Celtiberian
;;ott;XXX;Temoaya Otomi
;;vao;XXX;Vao
;;gbn;XXX;Mo'da
;;bhv;XXX;Bahau
;;ecs;XXX;Ecuadorian Sign Language
;;tcy;XXX;Tulu
;;nqo;XXX;N'Ko
;;kag;XXX;Kajaman
;;tbc;XXX;Takia
;;xpr;XXX;Parthian
;;ard;XXX;Arabana
;;kte;XXX;Nubri
;;aww;XXX;Awun
;;nla;XXX;Ngombale
;;sxs;XXX;Sasaru
;;mrb;XXX;Marino
;;lky;XXX;Lokoya
;;ymn;XXX;Yamna
;;nma;XXX;Maram Naga
;;wat;XXX;Kaninuwa
;;bgv;XXX;Warkay-Bipim
;;ojc;XXX;Central Ojibwa
;;bol;XXX;Bole
;;msc;XXX;Sankaran Maninka
;;guf;XXX;Gupapuyngu
;;kgn;XXX;Karingani
;;aml;XXX;War-Jaintia
;;kir;XXX;Kirghiz
;;kpp;XXX;Paku Karen
;;kji;XXX;Zabana
;;rmp;XXX;Rempi
;;nov;XXX;Novial
;;dbp;XXX;Duwai
;;bpq;XXX;Banda Malay
;;leg;XXX;Lengua
;;rtw;XXX;Rathawi
;;raq;XXX;Saam
;;plg;XXX;Pilagá
;;nan;XXX;Min Nan Chinese
;;yin;XXX;Yinchia
;;gnw;XXX;Western Bolivian Guaraní
;;gsg;XXX;German Sign Language
;;wir;XXX;Wiraféd
;;aba;XXX;Abé
;;dnt;XXX;Mid Grand Valley Dani
;;uan;XXX;Kuan
;;puz;XXX;Purum Naga
;;dyn;XXX;Dyangadi
;;sgr;XXX;Sangisari
;;wni;XXX;Ndzwani Comorian
;;pso;XXX;Polish Sign Language
;;lyg;XXX;Lyngngam
;;wih;XXX;Wik-Me'anha
;;ngl;XXX;Lomwe
;;apn;XXX;Apinayé
;;toz;XXX;To
;;lhl;XXX;Lahul Lohar
;;raj;XXX;Rajasthani
;;bqu;XXX;Boguru
;;pix;XXX;Piu
;;cte;XXX;Tepinapa Chinantec
;;shx;XXX;She
;;jei;XXX;Yei
;;smr;XXX;Simeulue
;;kik;XXX;Kikuyu
;;lss;XXX;Lasi
;;jal;XXX;Yalahatan
;;mkt;XXX;Vamale
;;spt;XXX;Spiti Bhoti
;;sbi;XXX;Seti
;;yux;XXX;Southern Yukaghir
;;wru;XXX;Waru
;;mev;XXX;Mann
;;tau;XXX;Upper Tanana
;;ian;XXX;Iatmul
;;emb;XXX;Embaloh
;;kvk;XXX;Korean Sign Language
;;scp;XXX;Helambu Sherpa
;;beo;XXX;Beami
;;atl;XXX;Mt. Iraya Agta
;;sgh;XXX;Shughni
;;cou;XXX;Wamey
;;dni;XXX;Lower Grand Valley Dani
;;src;XXX;Logudorese Sardinian
;;prk;XXX;Parauk
;;nji;XXX;Gudanji
;;awe;XXX;Awetí
;;lrl;XXX;Lari
;;pdo;XXX;Padoe
;;tdc;XXX;Emberá-Tadó
;;vor;XXX;Voro
;;pms;XXX;Piemontese
;;caq;XXX;Car Nicobarese
;;xnt;XXX;Narragansett
;;nyl;XXX;Nyeu
;;moe;XXX;Montagnais
;;snk;XXX;Soninke
;;pro;XXX;Old Provençal (to 1500)
;;svr;XXX;Savara
;;nnr;XXX;Narungga
;;yal;XXX;Yalunka
;;ige;XXX;Igede
;;ofu;XXX;Efutop
;;ayp;XXX;North Mesopotamian Arabic
;;wub;XXX;Wunambal
;;mpw;XXX;Mapidian
;;bsb;XXX;Brunei Bisaya
;;mqm;XXX;South Marquesan
;;ayy;XXX;Tayabas Ayta
;;qva;XXX;Ambo-Pasco Quechua
;;kpn;XXX;Kepkiriwát
;;kxs;XXX;Kangjia
;;mix;XXX;Mixtepec Mixtec
;;gbv;XXX;Gbanu
;;mpe;XXX;Majang
;;kkb;XXX;Kwerisa
;;was;XXX;Washo
;;vma;XXX;Martuyhunira
;;lup;XXX;Lumbu
;;ael;XXX;Ambele
;;kav;XXX;Katukína
;;ply;XXX;Bolyu
;;ksh;XXX;Kölsch
;;icl;XXX;Icelandic Sign Language
;;kyd;XXX;Karey
;;xpc;XXX;Pecheneg
;;two;XXX;Tswapong
;;gwc;XXX;Kalami
;;ndw;XXX;Ndobo
;;anh;XXX;Nend
;;caj;XXX;Chané
;;abt;XXX;Ambulas
;;elp;XXX;Elpaputih
;;tjs;XXX;Southern Tujia
;;cir;XXX;Tiri
;;ztn;XXX;Santa Catarina Albarradas Zapotec
;;paz;XXX;Pankararú
;;hii;XXX;Hinduri
;;tsw;XXX;Tsishingini
;;bue;XXX;Beothuk
;;hav;XXX;Havu
;;tmz;XXX;Tamanaku
;;mhe;XXX;Besisi
;;ykg;XXX;Northern Yukaghir
;;ito;XXX;Itonama
;;tvk;XXX;Southeast Ambrym
;;tbl;XXX;Tboli
;;pmn;XXX;Pam
;;kmj;XXX;Kumarbhag Paharia
;;uge;XXX;Ughele
;;tdu;XXX;Tempasuk Dusun
;;ysr;XXX;Sirenik Yupik
;;tsb;XXX;Tsamai
;;grz;XXX;Guramalum
;;hmt;XXX;Hamtai
;;jle;XXX;Ngile
;;tgd;XXX;Ciwogai
;;bff;XXX;Bofi
;;pln;XXX;Palenquero
;;bhe;XXX;Bhaya
;;asc;XXX;Casuarina Coast Asmat
;;bia;XXX;Badimaya
;;mfu;XXX;Mbwela
;;yuq;XXX;Yuqui
;;dia;XXX;Dia
;;kna;XXX;Dera (Nigeria)
;;lwa;XXX;Lwalu
;;tsi;XXX;Tsimshian
;;bul;XXX;Bulgarian
;;stl;XXX;Stellingwerfs
;;bck;XXX;Bunaba
;;ale;XXX;Aleut
;;pfa;XXX;Pááfang
;;bwb;XXX;Namosi-Naitasiri-Serua
;;xwr;XXX;Kwerba Mamberamo
;;pez;XXX;Eastern Penan
;;kru;XXX;Kurukh
;;roh;XXX;Romansh
;;nhc;XXX;Tabasco Nahuatl
;;atc;XXX;Atsahuaca
;;maq;XXX;Chiquihuitlán Mazatec
;;tji;XXX;Northern Tujia
;;pkp;XXX;Pukapuka
;;ceg;XXX;Chamacoco
;;wos;XXX;Hanga Hundi
;;waj;XXX;Waffa
;;bph;XXX;Botlikh
;;auo;XXX;Auyokawa
;;viv;XXX;Iduna
;;mbw;XXX;Maring
;;tyx;XXX;Teke-Tyee
;;orx;XXX;Oro
;;vnm;XXX;Vinmavis
;;buz;XXX;Bukwen
;;shb;XXX;Ninam
;;enw;XXX;Enwan (Akwa Ibom State)
;;grv;XXX;Central Grebo
;;wrb;XXX;Warluwara
;;sgi;XXX;Suga
;;csq;XXX;Croatia Sign Language
;;tch;XXX;Turks And Caicos Creole English
;;kzv;XXX;Komyandaret
;;ssg;XXX;Seimat
;;brm;XXX;Barambu
;;apq;XXX;A-Pucikwar
;;nrn;XXX;Norn
;;ama;XXX;Amanayé
;;mxh;XXX;Mvuba
;;zng;XXX;Mang
;;atu;XXX;Reel
;;mrn;XXX;Cheke Holo
;;aae;XXX;Arbëreshë Albanian
;;kfu;XXX;Katkari
;;kqb;XXX;Kovai
;;wmi;XXX;Wamin
;;spg;XXX;Sian
;;kiy;XXX;Kirikiri
;;cch;XXX;Atsam
;;ruc;XXX;Ruuli
;;ypm;XXX;Phuma
;;pnp;XXX;Pancana
;;abi;XXX;Abidji
;;wkb;XXX;Kumbaran
;;mut;XXX;Western Muria
;;tvt;XXX;Tutsa Naga
;;ulk;XXX;Meriam
;;soz;XXX;Temi
;;grs;XXX;Gresi
;;prz;XXX;Providencia Sign Language
;;kcm;XXX;Gula (Central African Republic)
;;nmv;XXX;Ngamini
;;acx;XXX;Omani Arabic
;;ebk;XXX;Eastern Bontok
;;tae;XXX;Tariana
;;oss;XXX;Ossetian
;;ngs;XXX;Gvoko
;;ysc;XXX;Yassic
;;sdn;XXX;Gallurese Sardinian
;;yyz;XXX;Ayizi
;;bpw;XXX;Bo (Papua New Guinea)
;;tvy;XXX;Timor Pidgin
;;koh;XXX;Koyo
;;kwh;XXX;Kowiai
;;akb;XXX;Batak Angkola
;;tmd;XXX;Haruai
;;sga;XXX;Old Irish (to 900)
;;nuy;XXX;Nunggubuyu
;;bdj;XXX;Bai
;;bbj;XXX;Ghomálá'
;;nhr;XXX;Naro
;;mmu;XXX;Mmaala
;;aub;XXX;Alugu
;;xld;XXX;Lydian
;;dso;XXX;Desiya
;;bjg;XXX;Bidyogo
;;mgm;XXX;Mambae
;;sly;XXX;Selayar
;;bmf;XXX;Bom
;;syk;XXX;Sukur
;;tbb;XXX;Tapeba
;;wls;XXX;Wallisian
;;vbk;XXX;Southwestern Bontok
;;afs;XXX;Afro-Seminole Creole
;;hif;XXX;Fiji Hindi
;;mfl;XXX;Putai
;;nxe;XXX;Nage
;;cbn;XXX;Nyahkur
;;cmg;XXX;Classical Mongolian
;;nfu;XXX;Mfumte
;;cbu;XXX;Candoshi-Shapra
;;ltz;XXX;Luxembourgish
;;zab;XXX;San Juan Guelavía Zapotec
;;uta;XXX;Otank
;;tln;XXX;Talondo'
;;lts;XXX;Tachoni
;;one;XXX;Oneida
;;cjy;XXX;Jinyu Chinese
;;mvi;XXX;Miyako
;;lih;XXX;Lihir
;;ish;XXX;Esan
;;xkn;XXX;Kayan River Kayan
;;twg;XXX;Tereweng
;;sna;XXX;Shona
;;bil;XXX;Bile
;;yip;XXX;Pholo
;;tid;XXX;Tidong
;;pss;XXX;Kaulong
;;thz;XXX;Tayart Tamajeq
;;kge;XXX;Komering
;;nbo;XXX;Nkukoli
;;yuk;XXX;Yuki
;;dof;XXX;Domu
;;mkm;XXX;Moklen
;;bko;XXX;Kwa'
;;ndn;XXX;Ngundi
;;gdx;XXX;Godwari
;;kid;XXX;Koshin
;;kuc;XXX;Kwinsu
;;gnb;XXX;Gangte
;;kpc;XXX;Curripaco
;;mfc;XXX;Mba
;;aty;XXX;Aneityum
;;eth;XXX;Ethiopian Sign Language
;;hrr;XXX;Horuru
;;yec;XXX;Yeniche
;;bex;XXX;Jur Modo
;;zkr;XXX;Zakhring
;;lui;XXX;Luiseno
;;lma;XXX;East Limba
;;trt;XXX;Tunggare
;;yiu;XXX;Awu
;;usu;XXX;Uya
;;hti;XXX;Hoti
;;ptv;XXX;Port Vato
;;cnw;XXX;Ngawn Chin
;;usa;XXX;Usarufa
;;dwa;XXX;Diri
;;ush;XXX;Ushojo
;;net;XXX;Nete
;;ilk;XXX;Ilongot
;;bjw;XXX;Bakwé
;;liv;XXX;Liv
;;mdd;XXX;Mbum
;;zlq;XXX;Liuqian Zhuang
;;syr;XXX;Syriac
;;flh;XXX;Foau
;;let;XXX;Lesing-Gelimi
;;bgi;XXX;Giangan
;;aan;XXX;Anambé
;;twb;XXX;Western Tawbuid
;;lio;XXX;Liki
;;tuz;XXX;Turka
;;urc;XXX;Urningangg
;;psh;XXX;Southwest Pashayi
;;sur;XXX;Mwaghavul
;;csf;XXX;Cuba Sign Language
;;kxm;XXX;Northern Khmer
;;mxq;XXX;Juquila Mixe
;;dar;XXX;Dargwa
;;kpw;XXX;Kobon
;;awn;XXX;Awngi
;;xir;XXX;Xiriâna
;;tng;XXX;Tobanga
;;ljp;XXX;Lampung Api
;;wkd;XXX;Wakde
;;pkg;XXX;Pak-Tong
;;iku;XXX;Inuktitut
;;lke;XXX;Kenyi
;;inz;XXX;Ineseño
;;kcd;XXX;Ngkâlmpw Kanum
;;muh;XXX;Mündü
;;slj;XXX;Salumá
;;coc;XXX;Cocopa
;;kpu;XXX;Kafoa
;;pif;XXX;Pingelapese
;;bpn;XXX;Dzao Min
;;khy;XXX;Kele (Democratic Republic of Congo)
;;mlb;XXX;Mbule
;;yeu;XXX;Yerukula
;;niy;XXX;Ngiti
;;hmj;XXX;Ge
;;grh;XXX;Gbiri-Niragu
;;rgk;XXX;Rangkas
;;anv;XXX;Denya
;;kjb;XXX;Q'anjob'al
;;aya;XXX;Awar
;;clh;XXX;Chilisso
;;uiv;XXX;Iyive
;;cgg;XXX;Chiga
;;ldq;XXX;Lufu
;;zkk;XXX;Karankawa
;;sep;XXX;Sìcìté Sénoufo
;;tbu;XXX;Tubar
;;bql;XXX;Bilakura
;;bvf;XXX;Boor
;;ght;XXX;Kutang Ghale
;;ruy;XXX;Mala (Nigeria)
;;qvj;XXX;Loja Highland Quichua
;;tev;XXX;Teor
;;onb;XXX;Lingao
;;mpa;XXX;Mpoto
;;nkm;XXX;Namat
;;mee;XXX;Mengen
;;wil;XXX;Wilawila
;;sao;XXX;Sause
;;bqq;XXX;Biritai
;;hor;XXX;Horo
;;msn;XXX;Vurës
;;gaq;XXX;Gata'
;;emu;XXX;Eastern Muria
;;nkb;XXX;Khoibu Naga
;;rir;XXX;Ribun
;;cco;XXX;Comaltepec Chinantec
;;tel;XXX;Telugu
;;ley;XXX;Lemolang
;;mvp;XXX;Duri
;;ggd;XXX;Gugadj
;;zpm;XXX;Mixtepec Zapotec
;;sjm;XXX;Mapun
;;bap;XXX;Bantawa
;;swr;XXX;Saweru
;;fse;XXX;Finnish Sign Language
;;agb;XXX;Legbo
;;zal;XXX;Zauzou
;;cbv;XXX;Cacua
;;mna;XXX;Mbula
;;vms;XXX;Moksela
;;pnm;XXX;Punan Batu 1
;;nem;XXX;Nemi
;;myk;XXX;Mamara Senoufo
;;hss;XXX;Harsusi
;;stv;XXX;Silt'e
;;kuo;XXX;Kumukio
;;dtr;XXX;Lotud
;;arz;XXX;Egyptian Arabic
;;tgn;XXX;Tandaganon
;;ckz;XXX;Cakchiquel-Quiché Mixed Language
;;spx;XXX;South Picene
;;wng;XXX;Wanggom
;;bpa;XXX;Dakaka
;;duw;XXX;Dusun Witu
;;sza;XXX;Semelai
;;ymo;XXX;Yangum Mon
;;tec;XXX;Terik
;;avs;XXX;Aushiri
;;hem;XXX;Hemba
;;nuc;XXX;Nukuini
;;bqh;XXX;Baima
;;nxu;XXX;Narau
;;ned;XXX;Nde-Gbite
;;whu;XXX;Wahau Kayan
;;knv;XXX;Tabo
;;vsl;XXX;Venezuelan Sign Language
;;dak;XXX;Dakota
;;cpb;XXX;Ucayali-Yurúa Ashéninka
;;byp;XXX;Bumaji
;;zko;XXX;Kott
;;mou;XXX;Mogum
;;inp;XXX;Iñapari
;;gey;XXX;Enya
;;oyb;XXX;Oy
;;ndu;XXX;Dugun
;;djr;XXX;Djambarrpuyngu
;;zoo;XXX;Asunción Mixtepec Zapotec
;;kgr;XXX;Abun
;;lce;XXX;Loncong
;;mwh;XXX;Mouk-Aria
;;akr;XXX;Araki
;;ksj;XXX;Uare
;;urt;XXX;Urat
;;bnq;XXX;Bantik
;;aph;XXX;Athpariya
;;huj;XXX;Northern Guiyang Hmong
;;puj;XXX;Punan Tubu
;;dul;XXX;Alabat Island Agta
;;snq;XXX;Sangu (Gabon)
;;iff;XXX;Ifo
;;zyp;XXX;Zyphe
;;mtq;XXX;Muong
;;dro;XXX;Daro-Matu Melanau
;;syw;XXX;Kagate
;;ffi;XXX;Foia Foia
;;emg;XXX;Eastern Meohang
;;zpg;XXX;Guevea De Humboldt Zapotec
;;gdh;XXX;Gadjerawang
;;gpa;XXX;Gupa-Abawa
;;sho;XXX;Shanga
;;nrg;XXX;Narango
;;dks;XXX;Southeastern Dinka
;;tcn;XXX;Tichurong
;;blx;XXX;Mag-Indi Ayta
;;mht;XXX;Mandahuaca
;;wgo;XXX;Waigeo
;;qwa;XXX;Corongo Ancash Quechua
;;esh;XXX;Eshtehardi
;;huq;XXX;Tsat
;;meg;XXX;Mea
;;jmd;XXX;Yamdena
;;bsx;XXX;Yangkam
;;lvu;XXX;Levuka
;;que;XXX;Quechua
;;dhs;XXX;Dhaiso
;;rmv;XXX;Romanova
;;sva;XXX;Svan
;;lbq;XXX;Wampar
;;tar;XXX;Central Tarahumara
;;mbc;XXX;Macushi
;;tgu;XXX;Tanggu
;;bsq;XXX;Bassa
;;yue;XXX;Yue Chinese
;;ase;XXX;American Sign Language
;;kvs;XXX;Kunggara
;;dma;XXX;Duma
;;bsj;XXX;Bangwinji
;;aps;XXX;Arop-Sissano
;;zmy;XXX;Mariyedi
;;kfy;XXX;Kumaoni
;;tdy;XXX;Tadyawan
;;cnx;XXX;Middle Cornish
;;kld;XXX;Gamilaraay
;;wba;XXX;Warao
;;dgc;XXX;Casiguran Dumagat Agta
;;mig;XXX;San Miguel El Grande Mixtec
;;crr;XXX;Carolina Algonquian
;;ifm;XXX;Teke-Fuumu
;;xta;XXX;Alcozauca Mixtec
;;adj;XXX;Adioukrou
;;qxc;XXX;Chincha Quechua
;;bnx;XXX;Bangubangu
;;dry;XXX;Darai
;;itw;XXX;Ito
;;ngp;XXX;Ngulu
;;pee;XXX;Taje
;;amr;XXX;Amarakaeri
;;mey;XXX;Hassaniyya
;;mjl;XXX;Mandeali
;;aom;XXX;Ömie
;;xkc;XXX;Kho'ini
;;kuy;XXX;Kuuku-Ya'u
;;nni;XXX;North Nuaulu
;;gud;XXX;Yocoboué Dida
;;tdg;XXX;Western Tamang
;;brz;XXX;Bilbil
;;oco;XXX;Old Cornish
;;bzo;XXX;Bozaba
;;xtt;XXX;Tacahua Mixtec
;;mtf;XXX;Murik (Papua New Guinea)
;;pon;XXX;Pohnpeian
;;giw;XXX;White Gelao
;;mxl;XXX;Maxi Gbe
;;ems;XXX;Pacific Gulf Yupik
;;lbc;XXX;Lakkia
;;caw;XXX;Callawalla
;;kxw;XXX;Konai
;;gwx;XXX;Gua
;;vko;XXX;Kodeoha
;;agu;XXX;Aguacateco
;;pbr;XXX;Pangwa
;;hnj;XXX;Hmong Njua
;;lix;XXX;Liabuku
;;ndg;XXX;Ndengereko
;;skc;XXX;Sauk
;;nhf;XXX;Nhuwala
;;acv;XXX;Achumawi
;;kog;XXX;Cogui
;;kva;XXX;Bagvalal
;;noe;XXX;Nimadi
;;brl;XXX;Birwa
;;pos;XXX;Sayula Popoluca
;;nyp;XXX;Nyang'i
;;gbj;XXX;Bodo Gadaba
;;hao;XXX;Hakö
;;hwo;XXX;Hwana
;;iml;XXX;Miluk
;;guz;XXX;Gusii
;;anx;XXX;Andra-Hus
;;mps;XXX;Dadibi
;;tgk;XXX;Tajik
;;mtv;XXX;Asaro'o
;;krw;XXX;Western Krahn
;;noq;XXX;Ngongo
;;lbz;XXX;Lardil
;;xpo;XXX;Pochutec
;;wbp;XXX;Warlpiri
;;nes;XXX;Bhoti Kinnauri
;;afb;XXX;Gulf Arabic
;;umg;XXX;Umbuygamu
;;afo;XXX;Eloyi
;;glj;XXX;Gula Iro
