,date,code,price,amounts,sell_price,sell_date,left_amount,commission,sell_average
63,2016-08-18,000001,9.56,10000.0,[9.49],['2016-08-19'],0.0,142.35000000000002,9.49
64,2016-08-18,000002,25.3,10000.0,[25.15],['2016-08-19'],0.0,377.25,25.15
65,2016-08-18,601801,12.79,10000.0,[12.75],['2016-08-19'],0.0,191.25,12.75
66,2016-08-19,600010,2.09,10000.0,[2.09],['2016-08-22'],0.0,31.349999999999998,2.09
67,2016-08-22,000001,9.5,10000.0,[9.38],['2016-08-23'],0.0,140.70000000000002,9.38
68,2016-08-22,000002,24.79,10000.0,[24.39],['2016-08-23'],0.0,365.85,24.39
69,2016-08-22,601801,12.82,10000.0,[12.55],['2016-08-23'],0.0,188.25000000000003,12.55
70,2016-08-23,600010,2.06,10000.0,[2.07],['2016-08-24'],0.0,31.049999999999997,2.07
71,2016-08-24,000001,9.41,10000.0,[9.42],['2016-08-25'],0.0,141.3,9.42
72,2016-08-24,000002,24.4,10000.0,[23.5],['2016-08-25'],0.0,352.50000000000006,23.5
73,2016-08-24,601801,12.58,10000.0,[12.68],['2016-08-25'],0.0,190.2,12.68
74,2016-08-25,600010,2.06,10000.0,[2.08],['2016-08-26'],0.0,31.200000000000003,2.08
75,2016-08-26,000001,9.45,10000.0,[9.41],['2016-08-29'],0.0,141.15,9.41
76,2016-08-26,000002,23.59,10000.0,[22.86],['2016-08-29'],0.0,342.90000000000003,22.86
77,2016-08-26,601801,12.35,10000.0,[12.35],['2016-08-29'],0.0,185.25,12.35
78,2016-08-29,600010,2.07,10000.0,[2.09],['2016-08-30'],0.0,31.349999999999998,2.09
79,2016-08-30,000001,9.42,10000.0,[9.46],['2016-08-31'],0.0,141.9,9.46
80,2016-08-30,000002,22.95,10000.0,[22.68],['2016-08-31'],0.0,340.2,22.68
81,2016-08-30,601801,12.29,10000.0,[12.62],['2016-09-01'],0.0,189.29999999999998,12.62
82,2016-08-31,600010,2.09,10000.0,[2.09],['2016-09-01'],0.0,31.349999999999998,2.09
83,2016-09-01,000001,9.49,10000.0,[9.43],['2016-09-02'],0.0,141.45,9.43
84,2016-09-01,000002,25.0,10000.0,[23.14],['2016-09-02'],0.0,347.1,23.14
85,2016-09-02,600010,2.05,10000.0,[2.06],['2016-09-05'],0.0,30.900000000000002,2.06
86,2016-09-02,601801,12.76,10000.0,[12.6],['2016-09-05'],0.0,189.0,12.6
87,2016-09-05,000001,9.46,10000.0,[9.42],['2016-09-06'],0.0,141.3,9.42
88,2016-09-05,000002,23.6,10000.0,[23.4],['2016-09-06'],0.0,351.0,23.4
89,2016-09-06,600010,2.08,10000.0,[2.08],['2016-09-07'],0.0,31.200000000000003,2.08
90,2016-09-06,601801,12.66,10000.0,[13.24],['2016-09-08'],0.0,198.6,13.24
91,2016-09-07,000001,9.41,10000.0,[9.39],['2016-09-08'],0.0,140.85,9.39
92,2016-09-07,000002,23.54,10000.0,[23.23],['2016-09-08'],0.0,348.45,23.23
93,2016-09-08,600010,2.08,10000.0,[2.09],['2016-09-09'],0.0,31.349999999999998,2.09
94,2016-09-09,000001,9.4,10000.0,[9.29],['2016-09-12'],0.0,139.35,9.29
95,2016-09-09,000002,23.5,10000.0,[22.6],['2016-09-12'],0.0,339.0,22.6
96,2016-09-09,601801,12.87,10000.0,[12.65],['2016-09-12'],0.0,189.75000000000003,12.65
97,2016-09-12,600010,2.05,10000.0,[2.01],['2016-09-13'],0.0,30.15,2.01
98,2016-09-13,000001,9.18,10000.0,[9.17],['2016-09-14'],0.0,137.55,9.17
99,2016-09-13,000002,23.38,10000.0,[23.35],['2016-09-14'],0.0,350.25,23.35
100,2016-09-13,601801,12.99,10000.0,[12.86],['2016-09-14'],0.0,192.89999999999998,12.86
101,2016-09-14,600010,1.99,10000.0,[1.99],['2016-09-20'],0.0,29.85,1.99
102,2016-09-19,000001,9.05,10000.0,[9.12],['2016-09-20'],0.0,136.79999999999998,9.12
103,2016-09-19,000002,23.58,10000.0,[23.63],['2016-09-20'],0.0,354.45,23.63
104,2016-09-19,601801,13.0,10000.0,[13.16],['2016-09-20'],0.0,197.4,13.16
105,2016-09-21,000001,9.08,10000.0,[9.1],['2016-09-22'],0.0,136.5,9.1
106,2016-09-21,000002,23.55,10000.0,[24.8],['2016-09-22'],0.0,372.00000000000006,24.8
107,2016-09-21,600010,1.99,10000.0,[2.01],['2016-09-22'],0.0,30.15,2.01
108,2016-09-21,601801,13.61,10000.0,[13.78],['2016-09-22'],0.0,206.70000000000002,13.78
109,2016-09-23,000001,9.16,10000.0,[9.13],['2016-09-26'],0.0,136.95000000000002,9.13
110,2016-09-23,000002,26.32,10000.0,[25.19],['2016-09-26'],0.0,377.8500000000001,25.19
111,2016-09-23,600010,2.01,10000.0,[1.96],['2016-09-27'],0.0,29.4,1.96
112,2016-09-23,601801,13.82,10000.0,[13.57],['2016-09-26'],0.0,203.55,13.57
113,2016-09-27,000001,9.04,10000.0,[9.06],['2016-09-28'],0.0,135.9,9.06
114,2016-09-27,000002,24.61,10000.0,[24.88],['2016-09-28'],0.0,373.2,24.88
115,2016-09-27,601801,13.56,10000.0,[13.69],['2016-09-28'],0.0,205.35000000000002,13.69
116,2016-09-29,000001,9.05,10000.0,[9.06],['2016-09-30'],0.0,135.9,9.06
117,2016-09-29,000002,25.68,10000.0,[25.9],['2016-09-30'],0.0,388.49999999999994,25.9
118,2016-09-29,601801,13.55,10000.0,[13.35],['2016-09-30'],0.0,200.25,13.35
119,2016-09-30,600010,1.99,10000.0,[2.0],['2016-10-10'],0.0,30.0,2.0
120,2016-10-10,000001,9.1,10000.0,[9.13],['2016-10-11'],0.0,136.95000000000002,9.13
121,2016-10-10,000002,25.0,10000.0,[25.75],['2016-10-11'],0.0,386.25,25.75
122,2016-10-10,601801,13.58,10000.0,[13.89],['2016-10-11'],0.0,208.35000000000002,13.89
123,2016-10-11,600010,2.01,10000.0,[2.01],['2016-10-12'],0.0,30.15,2.01
124,2016-10-12,000001,9.14,10000.0,[9.08],['2016-10-13'],0.0,136.2,9.08
125,2016-10-12,000002,26.0,10000.0,[26.51],['2016-10-13'],0.0,397.65000000000003,26.51
126,2016-10-12,601801,14.33,10000.0,[14.62],['2016-10-13'],0.0,219.29999999999998,14.62
127,2016-10-13,600010,2.0,10000.0,[2.0],['2016-10-14'],0.0,30.0,2.0
128,2016-10-14,000001,9.06,10000.0,[9.08],['2016-10-17'],0.0,136.2,9.08
129,2016-10-14,000002,26.92,10000.0,[26.5],['2016-10-17'],0.0,397.5,26.5
130,2016-10-14,601801,14.45,10000.0,[14.47],['2016-10-17'],0.0,217.05,14.47
131,2016-10-17,600010,2.0,10000.0,[1.99],['2016-10-18'],0.0,29.85,1.99
132,2016-10-18,000001,9.03,10000.0,[9.09],['2016-10-19'],0.0,136.35,9.09
133,2016-10-18,000002,25.9,10000.0,[26.0],['2016-10-19'],0.0,390.0,26.0
134,2016-10-18,601801,14.23,10000.0,[14.21],['2016-10-19'],0.0,213.15,14.21
135,2016-10-19,600010,2.02,10000.0,[2.02],['2016-10-20'],0.0,30.3,2.02
136,2016-10-20,000001,9.08,10000.0,[9.08],['2016-10-21'],0.0,136.2,9.08
137,2016-10-20,000002,25.72,10000.0,[25.7],['2016-10-21'],0.0,385.5,25.7
138,2016-10-20,601801,14.27,10000.0,[15.41],['2016-10-21'],0.0,231.15,15.41
139,2016-10-21,600010,2.01,10000.0,[2.01],['2016-10-24'],0.0,30.15,2.01
140,2016-10-24,000001,9.13,10000.0,[9.25],['2016-10-25'],0.0,138.75,9.25
141,2016-10-24,000002,25.25,10000.0,[25.2],['2016-10-25'],0.0,378.0,25.2
142,2016-10-24,601801,15.81,10000.0,[15.9],['2016-10-25'],0.0,238.5,15.9
143,2016-10-25,600010,2.04,10000.0,[2.04],['2016-10-26'],0.0,30.6,2.04
144,2016-10-26,000001,9.22,10000.0,[9.16],['2016-10-27'],0.0,137.4,9.16
145,2016-10-26,000002,25.0,10000.0,[25.07],['2016-10-27'],0.0,376.05,25.07
146,2016-10-26,601801,15.8,10000.0,[16.1],['2016-10-27'],0.0,241.5,16.1
147,2016-10-27,600010,2.02,10000.0,[2.03],['2016-10-28'],0.0,30.45,2.03
148,2016-10-28,000001,9.16,10000.0,[9.15],['2016-10-31'],0.0,137.25,9.15
149,2016-10-28,000002,24.58,10000.0,[24.75],['2016-10-31'],0.0,371.25,24.75
150,2016-10-28,601801,16.11,10000.0,[15.55],['2016-11-01'],0.0,233.25000000000003,15.55
151,2016-10-31,600010,2.01,10000.0,[2.01],['2016-11-01'],0.0,30.15,2.01
152,2016-11-01,000001,9.14,10000.0,[9.14],['2016-11-02'],0.0,137.10000000000002,9.14
153,2016-11-01,000002,25.2,10000.0,[25.45],['2016-11-02'],0.0,381.75,25.45
154,2016-11-02,600010,2.01,10000.0,[1.99],['2016-11-03'],0.0,29.85,1.99
155,2016-11-03,000001,9.06,10000.0,[9.11],['2016-11-04'],0.0,136.65,9.11
156,2016-11-03,000002,24.77,10000.0,[24.84],['2016-11-04'],0.0,372.6,24.84
157,2016-11-04,600010,2.0,10000.0,[2.01],['2016-11-07'],0.0,30.15,2.01
158,2016-11-04,601801,15.56,10000.0,[15.82],['2016-11-07'],0.0,237.3,15.82
159,2016-11-07,000001,9.1,10000.0,[9.12],['2016-11-08'],0.0,136.79999999999998,9.12
160,2016-11-07,000002,24.47,10000.0,[24.16],['2016-11-08'],0.0,362.40000000000003,24.16
161,2016-11-08,600010,2.04,10000.0,[2.03],['2016-11-09'],0.0,30.45,2.03
162,2016-11-08,601801,16.54,10000.0,[16.47],['2016-11-09'],0.0,247.04999999999998,16.47
163,2016-11-09,000001,9.14,10000.0,[9.1],['2016-11-10'],0.0,136.5,9.1
164,2016-11-09,000002,24.43,10000.0,[26.0],['2016-11-10'],0.0,390.0,26.0
165,2016-11-10,600010,2.04,10000.0,[2.04],['2016-11-11'],0.0,30.6,2.04
166,2016-11-10,601801,16.4,10000.0,[16.49],['2016-11-11'],0.0,247.34999999999997,16.49
167,2016-11-11,000001,9.14,10000.0,[9.16],['2016-11-14'],0.0,137.4,9.16
168,2016-11-11,000002,26.15,10000.0,[26.23],['2016-11-14'],0.0,393.45,26.23
169,2016-11-14,600010,2.09,10000.0,[2.1],['2016-11-15'],0.0,31.5,2.1
170,2016-11-15,000001,9.2,10000.0,[9.23],['2016-11-16'],0.0,138.45000000000002,9.23
171,2016-11-15,000002,25.6,10000.0,[26.64],['2016-11-16'],0.0,399.6,26.64
172,2016-11-15,601801,15.62,10000.0,[15.78],['2016-11-16'],0.0,236.7,15.78
173,2016-11-16,600010,2.07,10000.0,[2.11],['2016-11-18'],0.0,31.65,2.11
174,2016-11-17,000001,9.22,10000.0,[9.21],['2016-11-18'],0.0,138.15,9.21
175,2016-11-17,000002,26.62,10000.0,[27.8],['2016-11-18'],0.0,417.0,27.8
176,2016-11-17,601801,15.59,10000.0,[14.93],['2016-11-18'],0.0,223.95000000000002,14.93
177,2016-11-21,000001,9.18,10000.0,[9.24],['2016-11-22'],0.0,138.6,9.24
178,2016-11-21,000002,27.27,10000.0,[27.04],['2016-11-22'],0.0,405.59999999999997,27.04
179,2016-11-21,600010,2.11,10000.0,[2.14],['2016-11-23'],0.0,32.1,2.14
180,2016-11-21,601801,15.03,10000.0,[16.6],['2016-11-22'],0.0,249.00000000000003,16.6
181,2016-11-23,000001,9.34,10000.0,[9.44],['2016-11-24'],0.0,141.6,9.44
182,2016-11-23,000002,27.9,10000.0,[27.08],['2016-11-24'],0.0,406.2,27.08
183,2016-11-23,601801,16.02,10000.0,[16.44],['2016-11-24'],0.0,246.60000000000002,16.44
184,2016-11-24,600010,2.11,10000.0,[2.14],['2016-11-25'],0.0,32.1,2.14
185,2016-11-25,000001,9.48,10000.0,[9.69],['2016-11-28'],0.0,145.35,9.69
186,2016-11-25,000002,26.79,10000.0,[27.36],['2016-11-28'],0.0,410.4,27.36
187,2016-11-25,601801,16.31,10000.0,[17.02],['2016-11-28'],0.0,255.3,17.02
188,2016-11-28,600010,2.14,10000.0,[2.14],['2016-11-29'],0.0,32.1,2.14
189,2016-11-29,000001,9.59,10000.0,[9.65],['2016-11-30'],0.0,144.75,9.65
190,2016-11-29,000002,26.17,10000.0,[27.35],['2016-11-30'],0.0,410.25000000000006,27.35
191,2016-11-29,601801,17.19,10000.0,[16.81],['2016-11-30'],0.0,252.14999999999998,16.81
192,2016-11-30,600010,2.15,10000.0,[2.13],['2016-12-01'],0.0,31.95,2.13
193,2016-12-01,000001,9.57,10000.0,[9.6],['2016-12-02'],0.0,144.0,9.6
194,2016-12-01,000002,26.56,10000.0,[26.71],['2016-12-02'],0.0,400.65000000000003,26.71
195,2016-12-01,601801,17.49,10000.0,[18.13],['2016-12-02'],0.0,271.95,18.13
196,2016-12-02,600010,2.19,10000.0,[2.13],['2016-12-05'],0.0,31.95,2.13
197,2016-12-05,000001,9.5,10000.0,[9.48],['2016-12-06'],0.0,142.20000000000002,9.48
198,2016-12-05,000002,25.08,10000.0,[25.15],['2016-12-06'],0.0,377.25,25.15
199,2016-12-05,601801,17.7,10000.0,[17.21],['2016-12-06'],0.0,258.15000000000003,17.21
200,2016-12-06,600010,2.12,10000.0,[2.11],['2016-12-07'],0.0,31.65,2.11
201,2016-12-07,000001,9.48,10000.0,[9.5],['2016-12-08'],0.0,142.5,9.5
202,2016-12-07,000002,25.35,10000.0,[25.1],['2016-12-08'],0.0,376.50000000000006,25.1
203,2016-12-07,601801,17.47,10000.0,[17.39],['2016-12-08'],0.0,260.85,17.39
204,2016-12-09,000001,9.5,10000.0,[9.65],['2016-12-12'],0.0,144.75,9.65
205,2016-12-09,000002,24.61,10000.0,[24.78],['2016-12-12'],0.0,371.7,24.78
206,2016-12-09,600010,2.11,10000.0,[2.14],['2016-12-12'],0.0,32.1,2.14
207,2016-12-09,601801,17.38,10000.0,[16.79],['2016-12-12'],0.0,251.85,16.79
208,2016-12-13,000001,9.48,10000.0,[9.42],['2016-12-14'],0.0,141.3,9.42
209,2016-12-13,000002,23.02,10000.0,[22.67],['2016-12-14'],0.0,340.05,22.67
210,2016-12-13,600010,2.05,10000.0,[2.07],['2016-12-14'],0.0,31.049999999999997,2.07
211,2016-12-14,601801,14.22,10000.0,[14.85],['2016-12-16'],0.0,222.75,14.85
212,2016-12-15,000001,9.37,10000.0,[9.24],['2016-12-16'],0.0,138.6,9.24
213,2016-12-15,000002,22.15,10000.0,[22.12],['2016-12-16'],0.0,331.8,22.12
214,2016-12-16,600010,2.03,10000.0,[2.04],['2016-12-19'],0.0,30.6,2.04
215,2016-12-19,000001,9.22,10000.0,[9.2],['2016-12-20'],0.0,138.0,9.2
216,2016-12-19,000002,22.0,10000.0,[21.0],['2016-12-20'],0.0,315.0,21.0
217,2016-12-19,601801,15.74,10000.0,[16.7],['2016-12-21'],0.0,250.5,16.7
218,2016-12-21,000001,9.12,10000.0,[9.15],['2016-12-22'],0.0,137.25,9.15
219,2016-12-21,000002,20.2,10000.0,[20.3],['2016-12-22'],0.0,304.5,20.3
220,2016-12-21,600010,2.01,10000.0,[2.02],['2016-12-22'],0.0,30.3,2.02
221,2016-12-22,601801,16.75,10000.0,[16.38],['2016-12-23'],0.0,245.7,16.38
222,2016-12-23,000001,9.14,10000.0,[9.06],['2016-12-26'],0.0,135.9,9.06
223,2016-12-23,000002,20.47,10000.0,[20.21],['2016-12-26'],0.0,303.15000000000003,20.21
224,2016-12-23,600010,2.01,10000.0,[2.0],['2016-12-26'],0.0,30.0,2.0
225,2016-12-26,601801,16.39,10000.0,[17.14],['2016-12-27'],0.0,257.1,17.14
226,2016-12-27,000001,9.12,10000.0,[9.08],['2016-12-28'],0.0,136.2,9.08
227,2016-12-27,000002,20.65,10000.0,[21.24],['2016-12-28'],0.0,318.6,21.24
228,2016-12-27,600010,2.0,10000.0,[1.99],['2016-12-29'],0.0,29.85,1.99
229,2016-12-28,601801,17.35,10000.0,[17.48],['2016-12-29'],0.0,262.2,17.48
230,2016-12-29,000001,9.07,10000.0,[9.08],['2016-12-30'],0.0,136.2,9.08
231,2016-12-29,000002,21.29,10000.0,[20.88],['2016-12-30'],0.0,313.2,20.88
232,2016-12-30,600010,1.99,10000.0,[2.02],['2017-01-05'],0.0,30.3,2.02
233,2016-12-30,601801,17.37,10000.0,[17.19],['2017-01-04'],0.0,257.85,17.19
234,2017-01-03,000001,9.11,10000.0,[9.15],['2017-01-04'],0.0,137.25,9.15
235,2017-01-03,000002,20.55,10000.0,[20.74],['2017-01-04'],0.0,311.09999999999997,20.74
236,2017-01-05,000001,9.17,10000.0,[9.17],['2017-01-06'],0.0,137.55,9.17
237,2017-01-05,000002,20.85,10000.0,[20.94],['2017-01-06'],0.0,314.1,20.94
238,2017-01-05,601801,16.65,10000.0,[16.69],['2017-01-06'],0.0,250.35000000000002,16.69
239,2017-01-06,600010,2.03,10000.0,[2.04],['2017-01-09'],0.0,30.6,2.04
240,2017-01-09,000001,9.13,10000.0,[9.15],['2017-01-10'],0.0,137.25,9.15
241,2017-01-09,000002,20.6,10000.0,[20.67],['2017-01-10'],0.0,310.05000000000007,20.67
242,2017-01-09,601801,16.66,10000.0,[16.61],['2017-01-10'],0.0,249.15,16.61
243,2017-01-10,600010,2.04,10000.0,[2.04],['2017-01-11'],0.0,30.6,2.04
244,2017-01-11,000001,9.14,10000.0,[9.13],['2017-01-12'],0.0,136.95000000000002,9.13
245,2017-01-11,000002,20.52,10000.0,[21.0],['2017-01-13'],0.0,315.0,21.0
246,2017-01-11,601801,16.99,10000.0,[17.47],['2017-01-12'],0.0,262.05,17.47
247,2017-01-12,600010,2.04,10000.0,[2.03],['2017-01-13'],0.0,30.45,2.03
248,2017-01-13,000001,9.14,10000.0,[9.15],['2017-01-16'],0.0,137.25,9.15
249,2017-01-13,601801,17.74,10000.0,[18.08],['2017-01-16'],0.0,271.2,18.08
250,2017-01-16,000002,21.81,10000.0,[20.73],['2017-01-17'],0.0,310.95,20.73
251,2017-01-16,600010,2.03,10000.0,[2.04],['2017-01-17'],0.0,30.6,2.04
252,2017-01-17,000001,9.12,10000.0,[9.14],['2017-01-18'],0.0,137.10000000000002,9.14
253,2017-01-17,601801,18.17,10000.0,[18.01],['2017-01-18'],0.0,270.15000000000003,18.01
254,2017-01-18,000002,20.67,10000.0,[20.7],['2017-01-19'],0.0,310.5,20.7
255,2017-01-18,600010,2.05,10000.0,[2.06],['2017-01-19'],0.0,30.900000000000002,2.06
256,2017-01-19,000001,9.15,10000.0,[9.17],['2017-01-20'],0.0,137.55,9.17
257,2017-01-19,601801,17.6,10000.0,[18.1],['2017-01-20'],0.0,271.50000000000006,18.1
258,2017-01-20,000002,20.6,10000.0,[20.7],['2017-01-23'],0.0,310.5,20.7
259,2017-01-20,600010,2.04,10000.0,[2.06],['2017-01-23'],0.0,30.900000000000002,2.06
260,2017-01-23,000001,9.22,10000.0,[9.23],['2017-01-24'],0.0,138.45000000000002,9.23
261,2017-01-23,601801,18.06,10000.0,[18.57],['2017-01-24'],0.0,278.55,18.57
262,2017-01-24,000002,20.77,10000.0,[20.68],['2017-01-25'],0.0,310.2,20.68
263,2017-01-24,600010,2.06,10000.0,[2.07],['2017-01-25'],0.0,31.049999999999997,2.07
264,2017-01-25,000001,9.27,10000.0,[9.27],['2017-01-26'],0.0,139.04999999999998,9.27
265,2017-01-25,601801,18.77,10000.0,[18.63],['2017-01-26'],0.0,279.45,18.63
266,2017-01-26,000002,20.65,10000.0,[20.69],['2017-02-03'],0.0,310.35,20.69
267,2017-01-26,600010,2.08,10000.0,[2.09],['2017-02-03'],0.0,31.349999999999998,2.09
268,2017-02-03,000001,9.34,10000.0,[9.26],['2017-02-06'],0.0,138.9,9.26
269,2017-02-03,601801,18.26,10000.0,[18.81],['2017-02-06'],0.0,282.15,18.81
270,2017-02-06,000002,20.68,10000.0,[20.59],['2017-02-07'],0.0,308.84999999999997,20.59
271,2017-02-06,600010,2.08,10000.0,[2.08],['2017-02-07'],0.0,31.200000000000003,2.08
272,2017-02-07,000001,9.31,10000.0,[9.29],['2017-02-08'],0.0,139.35,9.29
273,2017-02-07,601801,18.74,10000.0,[18.86],['2017-02-09'],0.0,282.9,18.86
274,2017-02-08,000002,20.64,10000.0,[20.71],['2017-02-09'],0.0,310.65000000000003,20.71
275,2017-02-09,000001,9.3,10000.0,[9.32],['2017-02-10'],0.0,139.8,9.32
276,2017-02-09,600010,2.08,10000.0,[2.1],['2017-02-10'],0.0,31.5,2.1
277,2017-02-10,000002,20.78,10000.0,[20.65],['2017-02-13'],0.0,309.75,20.65
278,2017-02-10,601801,18.9,10000.0,[18.89],['2017-02-13'],0.0,283.35,18.89
279,2017-02-13,000001,9.34,10000.0,[9.41],['2017-02-14'],0.0,141.15,9.41
280,2017-02-13,600010,2.16,10000.0,[2.14],['2017-02-14'],0.0,32.1,2.14
281,2017-02-14,000002,20.77,10000.0,[20.9],['2017-02-15'],0.0,313.49999999999994,20.9
282,2017-02-15,000001,9.4,10000.0,[9.45],['2017-02-16'],0.0,141.74999999999997,9.45
283,2017-02-15,600010,2.16,10000.0,[2.14],['2017-02-16'],0.0,32.1,2.14
284,2017-02-15,601801,18.61,10000.0,[18.58],['2017-02-16'],0.0,278.7,18.58
285,2017-02-16,000002,20.67,10000.0,[20.68],['2017-02-17'],0.0,310.2,20.68
286,2017-02-17,000001,9.46,10000.0,[9.4],['2017-02-20'],0.0,141.0,9.4
287,2017-02-17,600010,2.21,10000.0,[2.22],['2017-02-21'],0.0,33.300000000000004,2.22
288,2017-02-17,601801,18.65,10000.0,[18.73],['2017-02-20'],0.0,280.95000000000005,18.73
