tab 	samples
azimuth	bed_dip	bed_dip_direction	citations	dip	location	method_codes	sample	site	software_packages
221.0	5.0	59.0	This study	93.0	Northern Iceland	FS-FD:SO-POM	is023j	is023	pmagpy-3.11.2
212.0	5.0	59.0	This study	87.0	Northern Iceland	FS-FD:SO-POM	is023k	is023	pmagpy-3.11.2
194.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is023l	is023	pmagpy-3.11.2
234.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is023m	is023	pmagpy-3.11.2
283.0	5.0	59.0	This study	25.0	Northern Iceland	FS-FD:SO-POM	is024a	is024	pmagpy-3.11.2
226.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is024b	is024	pmagpy-3.11.2
220.0	5.0	59.0	This study	87.0	Northern Iceland	FS-FD:SO-POM	is024c	is024	pmagpy-3.11.2
275.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is024d	is024	pmagpy-3.11.2
216.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is024e	is024	pmagpy-3.11.2
261.0	5.0	59.0	This study	98.0	Northern Iceland	FS-FD:SO-POM	is024f	is024	pmagpy-3.11.2
215.0	5.0	59.0	This study	92.0	Northern Iceland	FS-FD:SO-POM	is024g	is024	pmagpy-3.11.2
221.0	5.0	59.0	This study	83.0	Northern Iceland	FS-FD:SO-POM	is024h	is024	pmagpy-3.11.2
193.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is024i	is024	pmagpy-3.11.2
238.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is024j	is024	pmagpy-3.11.2
238.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is024k	is024	pmagpy-3.11.2
241.0	5.0	59.0	This study	36.0	Northern Iceland	FS-FD:SO-POM	is024l	is024	pmagpy-3.11.2
278.0	5.0	59.0	This study	92.0	Northern Iceland	FS-FD:SO-POM	is024m	is024	pmagpy-3.11.2
272.0	5.0	59.0	This study	90.0	Northern Iceland	FS-FD:SO-POM	is024n	is024	pmagpy-3.11.2
285.0	5.0	59.0	This study	87.0	Northern Iceland	FS-FD:SO-POM	is024o	is024	pmagpy-3.11.2
267.0	5.0	59.0	This study	97.0	Northern Iceland	FS-FD:SO-POM	is024p	is024	pmagpy-3.11.2
182.0	5.0	59.0	This study	17.0	Northern Iceland	FS-FD:SO-POM	is025a	is025	pmagpy-3.11.2
247.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is025b	is025	pmagpy-3.11.2
183.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is025c	is025	pmagpy-3.11.2
219.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is025d	is025	pmagpy-3.11.2
224.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is025e	is025	pmagpy-3.11.2
250.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is025f	is025	pmagpy-3.11.2
208.0	5.0	59.0	This study	30.0	Northern Iceland	FS-FD:SO-POM	is025g	is025	pmagpy-3.11.2
282.0	5.0	59.0	This study	97.0	Northern Iceland	FS-FD:SO-POM	is026a	is026	pmagpy-3.11.2
239.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is026b	is026	pmagpy-3.11.2
265.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is026c	is026	pmagpy-3.11.2
192.0	5.0	59.0	This study	95.0	Northern Iceland	FS-FD:SO-POM	is026d	is026	pmagpy-3.11.2
168.0	5.0	59.0	This study	79.0	Northern Iceland	FS-FD:SO-POM	is026e	is026	pmagpy-3.11.2
156.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is026f	is026	pmagpy-3.11.2
168.0	5.0	59.0	This study	84.0	Northern Iceland	FS-FD:SO-POM	is026g	is026	pmagpy-3.11.2
140.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is026h	is026	pmagpy-3.11.2
119.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is026i	is026	pmagpy-3.11.2
130.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is026j	is026	pmagpy-3.11.2
286.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is027a	is027	pmagpy-3.11.2
319.0	5.0	59.0	This study	28.0	Northern Iceland	FS-FD:SO-POM	is027b	is027	pmagpy-3.11.2
226.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is027c	is027	pmagpy-3.11.2
290.0	5.0	59.0	This study	31.0	Northern Iceland	FS-FD:SO-POM	is027d	is027	pmagpy-3.11.2
233.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is027e	is027	pmagpy-3.11.2
276.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is027f	is027	pmagpy-3.11.2
215.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is027g	is027	pmagpy-3.11.2
248.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is027h	is027	pmagpy-3.11.2
211.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is027i	is027	pmagpy-3.11.2
228.0	5.0	59.0	This study	90.0	Northern Iceland	FS-FD:SO-POM	is027j	is027	pmagpy-3.11.2
230.0	5.0	59.0	This study	38.0	Northern Iceland	FS-FD:SO-POM	is028a	is028	pmagpy-3.11.2
272.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is028b	is028	pmagpy-3.11.2
259.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is028c	is028	pmagpy-3.11.2
293.0	5.0	59.0	This study	99.0	Northern Iceland	FS-FD:SO-POM	is028d	is028	pmagpy-3.11.2
248.0	5.0	59.0	This study	88.0	Northern Iceland	FS-FD:SO-POM	is028e	is028	pmagpy-3.11.2
220.0	5.0	59.0	This study	111.0	Northern Iceland	FS-FD:SO-POM	is028f	is028	pmagpy-3.11.2
255.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is028g	is028	pmagpy-3.11.2
200.0	5.0	59.0	This study	97.0	Northern Iceland	FS-FD:SO-POM	is028h	is028	pmagpy-3.11.2
169.0	5.0	59.0	This study	32.0	Northern Iceland	FS-FD:SO-POM	is028i	is028	pmagpy-3.11.2
232.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is028j	is028	pmagpy-3.11.2
236.0	5.0	59.0	This study	58.0	Northern Iceland	FS-FD:SO-POM	is028k	is028	pmagpy-3.11.2
223.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is028l	is028	pmagpy-3.11.2
219.0	5.0	59.0	This study	40.0	Northern Iceland	FS-FD:SO-POM	is028m	is028	pmagpy-3.11.2
215.0	5.0	59.0	This study	49.0	Northern Iceland	FS-FD:SO-POM	is028n	is028	pmagpy-3.11.2
149.0	5.0	59.0	This study	31.0	Northern Iceland	FS-FD:SO-POM	is028o	is028	pmagpy-3.11.2
150.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is028p	is028	pmagpy-3.11.2
182.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is028q	is028	pmagpy-3.11.2
168.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is028r	is028	pmagpy-3.11.2
264.0	5.0	59.0	This study	84.0	Northern Iceland	FS-FD:SO-POM	is028w	is028	pmagpy-3.11.2
252.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is029a	is029	pmagpy-3.11.2
241.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is029b	is029	pmagpy-3.11.2
251.0	5.0	59.0	This study	58.0	Northern Iceland	FS-FD:SO-POM	is029c	is029	pmagpy-3.11.2
218.0	5.0	59.0	This study	44.0	Northern Iceland	FS-FD:SO-POM	is029d	is029	pmagpy-3.11.2
232.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is029e	is029	pmagpy-3.11.2
219.0	5.0	59.0	This study	88.0	Northern Iceland	FS-FD:SO-POM	is029f	is029	pmagpy-3.11.2
232.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is030a	is030	pmagpy-3.11.2
222.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is030b	is030	pmagpy-3.11.2
256.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is030c	is030	pmagpy-3.11.2
255.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is030d	is030	pmagpy-3.11.2
249.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is030e	is030	pmagpy-3.11.2
187.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is030f	is030	pmagpy-3.11.2
240.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is030g	is030	pmagpy-3.11.2
206.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is030h	is030	pmagpy-3.11.2
197.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is030i	is030	pmagpy-3.11.2
261.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is031a	is031	pmagpy-3.11.2
191.0	5.0	59.0	This study	15.0	Northern Iceland	FS-FD:SO-POM	is031b	is031	pmagpy-3.11.2
255.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is031c	is031	pmagpy-3.11.2
253.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is031d	is031	pmagpy-3.11.2
256.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is031e	is031	pmagpy-3.11.2
195.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is031f	is031	pmagpy-3.11.2
200.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is031g	is031	pmagpy-3.11.2
200.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is031h	is031	pmagpy-3.11.2
197.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is032a	is032	pmagpy-3.11.2
197.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is032b	is032	pmagpy-3.11.2
183.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is032c	is032	pmagpy-3.11.2
180.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is032d	is032	pmagpy-3.11.2
179.0	5.0	59.0	This study	76.0	Northern Iceland	FS-FD:SO-POM	is032e	is032	pmagpy-3.11.2
141.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is032f	is032	pmagpy-3.11.2
288.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is032g	is032	pmagpy-3.11.2
308.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is032h	is032	pmagpy-3.11.2
277.0	5.0	59.0	This study	92.0	Northern Iceland	FS-FD:SO-POM	is032i	is032	pmagpy-3.11.2
188.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is033a	is033	pmagpy-3.11.2
271.0	5.0	59.0	This study	98.0	Northern Iceland	FS-FD:SO-POM	is033b	is033	pmagpy-3.11.2
214.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is033c	is033	pmagpy-3.11.2
316.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is033d	is033	pmagpy-3.11.2
293.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is033e	is033	pmagpy-3.11.2
290.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is033f	is033	pmagpy-3.11.2
193.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is033g	is033	pmagpy-3.11.2
251.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is033h	is033	pmagpy-3.11.2
271.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is034a	is034	pmagpy-3.11.2
275.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is034b	is034	pmagpy-3.11.2
249.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is034c	is034	pmagpy-3.11.2
203.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is034d	is034	pmagpy-3.11.2
171.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is034e	is034	pmagpy-3.11.2
243.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is034f	is034	pmagpy-3.11.2
246.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is034g	is034	pmagpy-3.11.2
177.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is034h	is034	pmagpy-3.11.2
232.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is034i	is034	pmagpy-3.11.2
246.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is034j	is034	pmagpy-3.11.2
259.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is034k	is034	pmagpy-3.11.2
239.0	5.0	59.0	This study	39.0	Northern Iceland	FS-FD:SO-POM	is034l	is034	pmagpy-3.11.2
231.0	5.0	59.0	This study	81.0	Northern Iceland	FS-FD:SO-POM	is035a	is035	pmagpy-3.11.2
227.0	5.0	59.0	This study	88.0	Northern Iceland	FS-FD:SO-POM	is035c	is035	pmagpy-3.11.2
270.0	5.0	59.0	This study	48.0	Northern Iceland	FS-FD:SO-POM	is035d	is035	pmagpy-3.11.2
234.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is035e	is035	pmagpy-3.11.2
276.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is035f	is035	pmagpy-3.11.2
199.0	5.0	59.0	This study	52.0	Northern Iceland	FS-FD:SO-POM	is035g	is035	pmagpy-3.11.2
214.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is035h	is035	pmagpy-3.11.2
169.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is036a	is036	pmagpy-3.11.2
227.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is036b	is036	pmagpy-3.11.2
233.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is036c	is036	pmagpy-3.11.2
215.0	5.0	59.0	This study	39.0	Northern Iceland	FS-FD:SO-POM	is036d	is036	pmagpy-3.11.2
215.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is036e	is036	pmagpy-3.11.2
211.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is036f	is036	pmagpy-3.11.2
211.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is036g	is036	pmagpy-3.11.2
201.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is036h	is036	pmagpy-3.11.2
256.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is037a	is037	pmagpy-3.11.2
257.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is037b	is037	pmagpy-3.11.2
220.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is037c	is037	pmagpy-3.11.2
250.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is037d	is037	pmagpy-3.11.2
233.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is037e	is037	pmagpy-3.11.2
202.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is037f	is037	pmagpy-3.11.2
180.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is037g	is037	pmagpy-3.11.2
234.0	5.0	59.0	This study	94.0	Northern Iceland	FS-FD:SO-POM	is037h	is037	pmagpy-3.11.2
191.0	5.0	59.0	This study	29.0	Northern Iceland	FS-FD:SO-POM	is037i	is037	pmagpy-3.11.2
212.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is038a	is038	pmagpy-3.11.2
220.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is038b	is038	pmagpy-3.11.2
219.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is038c	is038	pmagpy-3.11.2
232.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is038d	is038	pmagpy-3.11.2
173.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is038e	is038	pmagpy-3.11.2
222.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is039a	is039	pmagpy-3.11.2
289.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is039b	is039	pmagpy-3.11.2
208.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is039c	is039	pmagpy-3.11.2
143.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is039d	is039	pmagpy-3.11.2
171.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is039e	is039	pmagpy-3.11.2
161.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is039f	is039	pmagpy-3.11.2
164.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is039g	is039	pmagpy-3.11.2
163.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is039h	is039	pmagpy-3.11.2
93.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is039i	is039	pmagpy-3.11.2
212.0	5.0	59.0	This study	35.0	Northern Iceland	FS-FD:SO-POM	is040a	is040	pmagpy-3.11.2
243.0	5.0	59.0	This study	43.0	Northern Iceland	FS-FD:SO-POM	is040b	is040	pmagpy-3.11.2
240.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is040c	is040	pmagpy-3.11.2
203.0	5.0	59.0	This study	43.0	Northern Iceland	FS-FD:SO-POM	is040d	is040	pmagpy-3.11.2
224.0	5.0	59.0	This study	29.0	Northern Iceland	FS-FD:SO-POM	is040e	is040	pmagpy-3.11.2
187.0	5.0	59.0	This study	33.0	Northern Iceland	FS-FD:SO-POM	is040f	is040	pmagpy-3.11.2
180.0	5.0	59.0	This study	35.0	Northern Iceland	FS-FD:SO-POM	is040g	is040	pmagpy-3.11.2
303.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is040h	is040	pmagpy-3.11.2
283.0	5.0	59.0	This study	79.0	Northern Iceland	FS-FD:SO-POM	is040i	is040	pmagpy-3.11.2
203.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is040j	is040	pmagpy-3.11.2
243.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is041a	is041	pmagpy-3.11.2
247.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is041b	is041	pmagpy-3.11.2
179.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is041c	is041	pmagpy-3.11.2
222.0	5.0	59.0	This study	81.0	Northern Iceland	FS-FD:SO-POM	is041d	is041	pmagpy-3.11.2
209.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is041e	is041	pmagpy-3.11.2
250.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is041f	is041	pmagpy-3.11.2
267.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is041g	is041	pmagpy-3.11.2
341.0	5.0	59.0	This study	41.0	Northern Iceland	FS-FD:SO-POM	is041h	is041	pmagpy-3.11.2
273.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is041i	is041	pmagpy-3.11.2
299.0	5.0	59.0	This study	22.0	Northern Iceland	FS-FD:SO-POM	is041j	is041	pmagpy-3.11.2
220.0	5.0	59.0	This study	50.0	Northern Iceland	FS-FD:SO-POM	is041k	is041	pmagpy-3.11.2
212.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is041l	is041	pmagpy-3.11.2
241.0	5.0	59.0	This study	39.0	Northern Iceland	FS-FD:SO-POM	is041m	is041	pmagpy-3.11.2
261.0	5.0	59.0	This study	41.0	Northern Iceland	FS-FD:SO-POM	is041n	is041	pmagpy-3.11.2
228.0	5.0	59.0	This study	49.0	Northern Iceland	FS-FD:SO-POM	is042a	is042	pmagpy-3.11.2
220.0	5.0	59.0	This study	31.0	Northern Iceland	FS-FD:SO-POM	is042b	is042	pmagpy-3.11.2
242.0	5.0	59.0	This study	17.0	Northern Iceland	FS-FD:SO-POM	is042c	is042	pmagpy-3.11.2
215.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is042d	is042	pmagpy-3.11.2
208.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is042e	is042	pmagpy-3.11.2
231.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is042f	is042	pmagpy-3.11.2
236.0	5.0	59.0	This study	50.0	Northern Iceland	FS-FD:SO-POM	is042g	is042	pmagpy-3.11.2
234.0	5.0	59.0	This study	28.0	Northern Iceland	FS-FD:SO-POM	is042h	is042	pmagpy-3.11.2
258.0	5.0	59.0	This study	34.0	Northern Iceland	FS-FD:SO-POM	is043a	is043	pmagpy-3.11.2
188.0	5.0	59.0	This study	36.0	Northern Iceland	FS-FD:SO-POM	is043b	is043	pmagpy-3.11.2
253.0	5.0	59.0	This study	15.0	Northern Iceland	FS-FD:SO-POM	is043c	is043	pmagpy-3.11.2
200.0	5.0	59.0	This study	40.0	Northern Iceland	FS-FD:SO-POM	is043d	is043	pmagpy-3.11.2
271.0	5.0	59.0	This study	18.0	Northern Iceland	FS-FD:SO-POM	is043e	is043	pmagpy-3.11.2
234.0	5.0	59.0	This study	52.0	Northern Iceland	FS-FD:SO-POM	is043f	is043	pmagpy-3.11.2
272.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is043g	is043	pmagpy-3.11.2
260.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is044a	is044	pmagpy-3.11.2
183.0	5.0	59.0	This study	91.0	Northern Iceland	FS-FD:SO-POM	is044b	is044	pmagpy-3.11.2
188.0	5.0	59.0	This study	79.0	Northern Iceland	FS-FD:SO-POM	is044c	is044	pmagpy-3.11.2
217.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is044d	is044	pmagpy-3.11.2
196.0	5.0	59.0	This study	25.0	Northern Iceland	FS-FD:SO-POM	is044e	is044	pmagpy-3.11.2
192.0	5.0	59.0	This study	19.0	Northern Iceland	FS-FD:SO-POM	is045a	is045	pmagpy-3.11.2
249.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is045b	is045	pmagpy-3.11.2
220.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is045c	is045	pmagpy-3.11.2
209.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is045d	is045	pmagpy-3.11.2
212.0	5.0	59.0	This study	34.0	Northern Iceland	FS-FD:SO-POM	is045e	is045	pmagpy-3.11.2
228.0	5.0	59.0	This study	30.0	Northern Iceland	FS-FD:SO-POM	is045f	is045	pmagpy-3.11.2
190.0	5.0	59.0	This study	39.0	Northern Iceland	FS-FD:SO-POM	is045g	is045	pmagpy-3.11.2
182.0	5.0	59.0	This study	46.0	Northern Iceland	FS-FD:SO-POM	is046a	is046	pmagpy-3.11.2
206.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is046b	is046	pmagpy-3.11.2
260.0	5.0	59.0	This study	68.0	Northern Iceland	FS-FD:SO-POM	is046c	is046	pmagpy-3.11.2
216.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is046d	is046	pmagpy-3.11.2
255.0	5.0	59.0	This study	26.0	Northern Iceland	FS-FD:SO-POM	is046e	is046	pmagpy-3.11.2
235.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is046f	is046	pmagpy-3.11.2
116.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is047a	is047	pmagpy-3.11.2
198.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is047b	is047	pmagpy-3.11.2
182.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is047c	is047	pmagpy-3.11.2
179.0	5.0	59.0	This study	28.0	Northern Iceland	FS-FD:SO-POM	is047d	is047	pmagpy-3.11.2
173.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is047e	is047	pmagpy-3.11.2
160.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is047f	is047	pmagpy-3.11.2
135.0	5.0	59.0	This study	32.0	Northern Iceland	FS-FD:SO-POM	is047g	is047	pmagpy-3.11.2
237.0	5.0	59.0	This study	39.0	Northern Iceland	FS-FD:SO-POM	is047h	is047	pmagpy-3.11.2
244.0	5.0	59.0	This study	53.0	Northern Iceland	FS-FD:SO-POM	is047i	is047	pmagpy-3.11.2
148.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is048a	is048	pmagpy-3.11.2
174.0	5.0	59.0	This study	24.0	Northern Iceland	FS-FD:SO-POM	is048b	is048	pmagpy-3.11.2
249.0	5.0	59.0	This study	29.0	Northern Iceland	FS-FD:SO-POM	is048c	is048	pmagpy-3.11.2
216.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is048d	is048	pmagpy-3.11.2
249.0	5.0	59.0	This study	91.0	Northern Iceland	FS-FD:SO-POM	is048e	is048	pmagpy-3.11.2
170.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is048f	is048	pmagpy-3.11.2
225.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is048g	is048	pmagpy-3.11.2
221.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is048h	is048	pmagpy-3.11.2
203.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is048i	is048	pmagpy-3.11.2
146.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is049a	is049	pmagpy-3.11.2
241.0	5.0	59.0	This study	37.0	Northern Iceland	FS-FD:SO-POM	is049b	is049	pmagpy-3.11.2
285.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is049c	is049	pmagpy-3.11.2
170.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is049d	is049	pmagpy-3.11.2
247.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is049e	is049	pmagpy-3.11.2
206.0	5.0	59.0	This study	30.0	Northern Iceland	FS-FD:SO-POM	is049f	is049	pmagpy-3.11.2
249.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is049g	is049	pmagpy-3.11.2
272.0	5.0	59.0	This study	35.0	Northern Iceland	FS-FD:SO-POM	is049h	is049	pmagpy-3.11.2
230.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is049i	is049	pmagpy-3.11.2
