tab 	samples
azimuth	bed_dip	bed_dip_direction	citations	dip	location	method_codes	sample	site	software_packages
329.0	5.0	59.0	This study	39.0	Northern Iceland	FS-FD:SO-POM	is002b	is002	pmagpy-3.11.2
249.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is002c	is002	pmagpy-3.11.2
249.0	5.0	59.0	This study	83.0	Northern Iceland	FS-FD:SO-POM	is002d	is002	pmagpy-3.11.2
262.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is002e	is002	pmagpy-3.11.2
314.0	5.0	59.0	This study	90.0	Northern Iceland	FS-FD:SO-POM	is002f	is002	pmagpy-3.11.2
81.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is002g	is002	pmagpy-3.11.2
86.0	5.0	59.0	This study	81.0	Northern Iceland	FS-FD:SO-POM	is002h	is002	pmagpy-3.11.2
83.0	5.0	59.0	This study	87.0	Northern Iceland	FS-FD:SO-POM	is002i	is002	pmagpy-3.11.2
79.0	5.0	59.0	This study	26.0	Northern Iceland	FS-FD:SO-POM	is002j	is002	pmagpy-3.11.2
134.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is002k	is002	pmagpy-3.11.2
292.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is003a	is003	pmagpy-3.11.2
257.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is003b	is003	pmagpy-3.11.2
212.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is003c	is003	pmagpy-3.11.2
233.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is003d	is003	pmagpy-3.11.2
185.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is003e	is003	pmagpy-3.11.2
242.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is003f	is003	pmagpy-3.11.2
242.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is003g	is003	pmagpy-3.11.2
298.0	5.0	59.0	This study	22.0	Northern Iceland	FS-FD:SO-POM	is003h	is003	pmagpy-3.11.2
329.0	5.0	59.0	This study	38.0	Northern Iceland	FS-FD:SO-POM	is003i	is003	pmagpy-3.11.2
330.0	5.0	59.0	This study	41.0	Northern Iceland	FS-FD:SO-POM	is003j	is003	pmagpy-3.11.2
260.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is004a	is004	pmagpy-3.11.2
269.0	5.0	59.0	This study	44.0	Northern Iceland	FS-FD:SO-POM	is004b	is004	pmagpy-3.11.2
326.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is004c	is004	pmagpy-3.11.2
271.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is004d	is004	pmagpy-3.11.2
320.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is004e	is004	pmagpy-3.11.2
311.0	5.0	59.0	This study	104.0	Northern Iceland	FS-FD:SO-POM	is004f	is004	pmagpy-3.11.2
237.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is005a	is005	pmagpy-3.11.2
307.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is005b	is005	pmagpy-3.11.2
307.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is005c	is005	pmagpy-3.11.2
195.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is005d	is005	pmagpy-3.11.2
197.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is005e	is005	pmagpy-3.11.2
222.0	5.0	59.0	This study	42.0	Northern Iceland	FS-FD:SO-POM	is005f	is005	pmagpy-3.11.2
188.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is005g	is005	pmagpy-3.11.2
202.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is005h	is005	pmagpy-3.11.2
219.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is005i	is005	pmagpy-3.11.2
292.0	5.0	59.0	This study	68.0	Northern Iceland	FS-FD:SO-POM	is006a	is006	pmagpy-3.11.2
259.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is006b	is006	pmagpy-3.11.2
288.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is006c	is006	pmagpy-3.11.2
5.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is006d	is006	pmagpy-3.11.2
333.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is006e	is006	pmagpy-3.11.2
280.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is006f	is006	pmagpy-3.11.2
234.0	5.0	59.0	This study	52.0	Northern Iceland	FS-FD:SO-POM	is006g	is006	pmagpy-3.11.2
279.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is006h	is006	pmagpy-3.11.2
202.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is006i	is006	pmagpy-3.11.2
207.0	5.0	59.0	This study	3.0	Northern Iceland	FS-FD:SO-POM	is006j	is006	pmagpy-3.11.2
267.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is006k	is006	pmagpy-3.11.2
272.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is006l	is006	pmagpy-3.11.2
248.0	5.0	59.0	This study	34.0	Northern Iceland	FS-FD:SO-POM	is007a	is007	pmagpy-3.11.2
268.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is007b	is007	pmagpy-3.11.2
322.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is007c	is007	pmagpy-3.11.2
261.0	5.0	59.0	This study	38.0	Northern Iceland	FS-FD:SO-POM	is007d	is007	pmagpy-3.11.2
279.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is007e	is007	pmagpy-3.11.2
263.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is007f	is007	pmagpy-3.11.2
240.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is007g	is007	pmagpy-3.11.2
260.0	5.0	59.0	This study	76.0	Northern Iceland	FS-FD:SO-POM	is007h	is007	pmagpy-3.11.2
220.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is007i	is007	pmagpy-3.11.2
233.0	5.0	59.0	This study	41.0	Northern Iceland	FS-FD:SO-POM	is007j	is007	pmagpy-3.11.2
213.0	5.0	59.0	This study	44.0	Northern Iceland	FS-FD:SO-POM	is007k	is007	pmagpy-3.11.2
245.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is008a	is008	pmagpy-3.11.2
263.0	5.0	59.0	This study	55.0	Northern Iceland	FS-FD:SO-POM	is008b	is008	pmagpy-3.11.2
245.0	5.0	59.0	This study	31.0	Northern Iceland	FS-FD:SO-POM	is008c	is008	pmagpy-3.11.2
233.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is008d	is008	pmagpy-3.11.2
295.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is008e	is008	pmagpy-3.11.2
227.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is008f	is008	pmagpy-3.11.2
268.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is008g	is008	pmagpy-3.11.2
221.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is008h	is008	pmagpy-3.11.2
224.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is008i	is008	pmagpy-3.11.2
301.0	5.0	59.0	This study	88.0	Northern Iceland	FS-FD:SO-POM	is009a	is009	pmagpy-3.11.2
246.0	5.0	59.0	This study	81.0	Northern Iceland	FS-FD:SO-POM	is009b	is009	pmagpy-3.11.2
292.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is009c	is009	pmagpy-3.11.2
254.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is009d	is009	pmagpy-3.11.2
229.0	5.0	59.0	This study	83.0	Northern Iceland	FS-FD:SO-POM	is009e	is009	pmagpy-3.11.2
232.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is009f	is009	pmagpy-3.11.2
213.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is009g	is009	pmagpy-3.11.2
213.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is009h	is009	pmagpy-3.11.2
199.0	5.0	59.0	This study	33.0	Northern Iceland	FS-FD:SO-POM	is009i	is009	pmagpy-3.11.2
201.0	5.0	59.0	This study	29.0	Northern Iceland	FS-FD:SO-POM	is009j	is009	pmagpy-3.11.2
229.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is010a	is010	pmagpy-3.11.2
193.0	5.0	59.0	This study	89.0	Northern Iceland	FS-FD:SO-POM	is010b	is010	pmagpy-3.11.2
246.0	5.0	59.0	This study	53.0	Northern Iceland	FS-FD:SO-POM	is010c	is010	pmagpy-3.11.2
199.0	5.0	59.0	This study	70.0	Northern Iceland	FS-FD:SO-POM	is010d	is010	pmagpy-3.11.2
156.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is010e	is010	pmagpy-3.11.2
151.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is010f	is010	pmagpy-3.11.2
281.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is010g	is010	pmagpy-3.11.2
227.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is010h	is010	pmagpy-3.11.2
158.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is010i	is010	pmagpy-3.11.2
232.0	5.0	59.0	This study	19.0	Northern Iceland	FS-FD:SO-POM	is010j	is010	pmagpy-3.11.2
220.0	5.0	59.0	This study	65.0	Northern Iceland	FS-FD:SO-POM	is010k	is010	pmagpy-3.11.2
268.0	5.0	59.0	This study	83.0	Northern Iceland	FS-FD:SO-POM	is011a	is011	pmagpy-3.11.2
284.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is011b	is011	pmagpy-3.11.2
271.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is011c	is011	pmagpy-3.11.2
155.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is011d	is011	pmagpy-3.11.2
271.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is011e	is011	pmagpy-3.11.2
262.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is011f	is011	pmagpy-3.11.2
258.0	5.0	59.0	This study	68.0	Northern Iceland	FS-FD:SO-POM	is011g	is011	pmagpy-3.11.2
192.0	5.0	59.0	This study	83.0	Northern Iceland	FS-FD:SO-POM	is011h	is011	pmagpy-3.11.2
313.0	5.0	59.0	This study	86.0	Northern Iceland	FS-FD:SO-POM	is011i	is011	pmagpy-3.11.2
274.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is011j	is011	pmagpy-3.11.2
234.0	5.0	59.0	This study	90.0	Northern Iceland	FS-FD:SO-POM	is011k	is011	pmagpy-3.11.2
160.0	5.0	59.0	This study	45.0	Northern Iceland	FS-FD:SO-POM	is011l	is011	pmagpy-3.11.2
163.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is011m	is011	pmagpy-3.11.2
229.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is011n	is011	pmagpy-3.11.2
250.0	5.0	59.0	This study	45.0	Northern Iceland	FS-FD:SO-POM	is011o	is011	pmagpy-3.11.2
256.0	5.0	59.0	This study	9.0	Northern Iceland	FS-FD:SO-POM	is011p	is011	pmagpy-3.11.2
213.0	5.0	59.0	This study	43.0	Northern Iceland	FS-FD:SO-POM	is011q	is011	pmagpy-3.11.2
234.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is012a	is012	pmagpy-3.11.2
143.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is012b	is012	pmagpy-3.11.2
126.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is012c	is012	pmagpy-3.11.2
191.0	5.0	59.0	This study	36.0	Northern Iceland	FS-FD:SO-POM	is012d	is012	pmagpy-3.11.2
149.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is012e	is012	pmagpy-3.11.2
190.0	5.0	59.0	This study	29.0	Northern Iceland	FS-FD:SO-POM	is012f	is012	pmagpy-3.11.2
194.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is012g	is012	pmagpy-3.11.2
184.0	5.0	59.0	This study	40.0	Northern Iceland	FS-FD:SO-POM	is012h	is012	pmagpy-3.11.2
194.0	5.0	59.0	This study	24.0	Northern Iceland	FS-FD:SO-POM	is012i	is012	pmagpy-3.11.2
225.0	5.0	59.0	This study	85.0	Northern Iceland	FS-FD:SO-POM	is013a	is013	pmagpy-3.11.2
205.0	5.0	59.0	This study	76.0	Northern Iceland	FS-FD:SO-POM	is013b	is013	pmagpy-3.11.2
189.0	5.0	59.0	This study	58.0	Northern Iceland	FS-FD:SO-POM	is013c	is013	pmagpy-3.11.2
245.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is013d	is013	pmagpy-3.11.2
265.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is013e	is013	pmagpy-3.11.2
197.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is013f	is013	pmagpy-3.11.2
224.0	5.0	59.0	This study	49.0	Northern Iceland	FS-FD:SO-POM	is013g	is013	pmagpy-3.11.2
234.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is013h	is013	pmagpy-3.11.2
226.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is013i	is013	pmagpy-3.11.2
247.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is014a	is014	pmagpy-3.11.2
200.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is014b	is014	pmagpy-3.11.2
276.0	5.0	59.0	This study	93.0	Northern Iceland	FS-FD:SO-POM	is014c	is014	pmagpy-3.11.2
184.0	5.0	59.0	This study	93.0	Northern Iceland	FS-FD:SO-POM	is014d	is014	pmagpy-3.11.2
183.0	5.0	59.0	This study	86.0	Northern Iceland	FS-FD:SO-POM	is014e	is014	pmagpy-3.11.2
198.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is014f	is014	pmagpy-3.11.2
267.0	5.0	59.0	This study	92.0	Northern Iceland	FS-FD:SO-POM	is014g	is014	pmagpy-3.11.2
187.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is014h	is014	pmagpy-3.11.2
260.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is014i	is014	pmagpy-3.11.2
266.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is014j	is014	pmagpy-3.11.2
241.0	5.0	59.0	This study	21.0	Northern Iceland	FS-FD:SO-POM	is014k	is014	pmagpy-3.11.2
139.0	5.0	59.0	This study	42.0	Northern Iceland	FS-FD:SO-POM	is014m	is014	pmagpy-3.11.2
199.0	5.0	59.0	This study	6.0	Northern Iceland	FS-FD:SO-POM	is014n	is014	pmagpy-3.11.2
240.0	5.0	59.0	This study	17.0	Northern Iceland	FS-FD:SO-POM	is014o	is014	pmagpy-3.11.2
257.0	5.0	59.0	This study	33.0	Northern Iceland	FS-FD:SO-POM	is014p	is014	pmagpy-3.11.2
230.0	5.0	59.0	This study	40.0	Northern Iceland	FS-FD:SO-POM	is015a	is015	pmagpy-3.11.2
226.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is015b	is015	pmagpy-3.11.2
235.0	5.0	59.0	This study	30.0	Northern Iceland	FS-FD:SO-POM	is015c	is015	pmagpy-3.11.2
222.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is015d	is015	pmagpy-3.11.2
260.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is015e	is015	pmagpy-3.11.2
242.0	5.0	59.0	This study	25.0	Northern Iceland	FS-FD:SO-POM	is015f	is015	pmagpy-3.11.2
219.0	5.0	59.0	This study	32.0	Northern Iceland	FS-FD:SO-POM	is015g	is015	pmagpy-3.11.2
237.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is015h	is015	pmagpy-3.11.2
298.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is016a	is016	pmagpy-3.11.2
301.0	5.0	59.0	This study	46.0	Northern Iceland	FS-FD:SO-POM	is016b	is016	pmagpy-3.11.2
279.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is016c	is016	pmagpy-3.11.2
313.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is016d	is016	pmagpy-3.11.2
275.0	5.0	59.0	This study	61.0	Northern Iceland	FS-FD:SO-POM	is016e	is016	pmagpy-3.11.2
223.0	5.0	59.0	This study	68.0	Northern Iceland	FS-FD:SO-POM	is016f	is016	pmagpy-3.11.2
213.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is016g	is016	pmagpy-3.11.2
227.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is016h	is016	pmagpy-3.11.2
178.0	5.0	59.0	This study	22.0	Northern Iceland	FS-FD:SO-POM	is016i	is016	pmagpy-3.11.2
223.0	5.0	59.0	This study	15.0	Northern Iceland	FS-FD:SO-POM	is016j	is016	pmagpy-3.11.2
224.0	5.0	59.0	This study	22.0	Northern Iceland	FS-FD:SO-POM	is016k	is016	pmagpy-3.11.2
256.0	5.0	59.0	This study	51.0	Northern Iceland	FS-FD:SO-POM	is017a	is017	pmagpy-3.11.2
221.0	5.0	59.0	This study	41.0	Northern Iceland	FS-FD:SO-POM	is017c	is017	pmagpy-3.11.2
205.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is017d	is017	pmagpy-3.11.2
268.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is017e	is017	pmagpy-3.11.2
277.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is017f	is017	pmagpy-3.11.2
289.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is017g	is017	pmagpy-3.11.2
284.0	5.0	59.0	This study	69.0	Northern Iceland	FS-FD:SO-POM	is017h	is017	pmagpy-3.11.2
300.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is017i	is017	pmagpy-3.11.2
254.0	5.0	59.0	This study	31.0	Northern Iceland	FS-FD:SO-POM	is017j	is017	pmagpy-3.11.2
252.0	5.0	59.0	This study	35.0	Northern Iceland	FS-FD:SO-POM	is017k	is017	pmagpy-3.11.2
256.0	5.0	59.0	This study	38.0	Northern Iceland	FS-FD:SO-POM	is017l	is017	pmagpy-3.11.2
204.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is018a	is018	pmagpy-3.11.2
222.0	5.0	59.0	This study	81.0	Northern Iceland	FS-FD:SO-POM	is018b	is018	pmagpy-3.11.2
249.0	5.0	59.0	This study	49.0	Northern Iceland	FS-FD:SO-POM	is018c	is018	pmagpy-3.11.2
206.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is018d	is018	pmagpy-3.11.2
194.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is018e	is018	pmagpy-3.11.2
142.0	5.0	59.0	This study	84.0	Northern Iceland	FS-FD:SO-POM	is018f	is018	pmagpy-3.11.2
302.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is018g	is018	pmagpy-3.11.2
262.0	5.0	59.0	This study	66.0	Northern Iceland	FS-FD:SO-POM	is018h	is018	pmagpy-3.11.2
230.0	5.0	59.0	This study	53.0	Northern Iceland	FS-FD:SO-POM	is018i	is018	pmagpy-3.11.2
262.0	5.0	59.0	This study	13.0	Northern Iceland	FS-FD:SO-POM	is018j	is018	pmagpy-3.11.2
206.0	5.0	59.0	This study	18.0	Northern Iceland	FS-FD:SO-POM	is018k	is018	pmagpy-3.11.2
224.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is019a	is019	pmagpy-3.11.2
171.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is019b	is019	pmagpy-3.11.2
165.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is019c	is019	pmagpy-3.11.2
183.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is019d	is019	pmagpy-3.11.2
254.0	5.0	59.0	This study	38.0	Northern Iceland	FS-FD:SO-POM	is019e	is019	pmagpy-3.11.2
240.0	5.0	59.0	This study	84.0	Northern Iceland	FS-FD:SO-POM	is019f	is019	pmagpy-3.11.2
206.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is020a	is020	pmagpy-3.11.2
232.0	5.0	59.0	This study	54.0	Northern Iceland	FS-FD:SO-POM	is020b	is020	pmagpy-3.11.2
209.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is020c	is020	pmagpy-3.11.2
190.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is020d	is020	pmagpy-3.11.2
257.0	5.0	59.0	This study	74.0	Northern Iceland	FS-FD:SO-POM	is020e	is020	pmagpy-3.11.2
259.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is020f	is020	pmagpy-3.11.2
231.0	5.0	59.0	This study	47.0	Northern Iceland	FS-FD:SO-POM	is020g	is020	pmagpy-3.11.2
225.0	5.0	59.0	This study	59.0	Northern Iceland	FS-FD:SO-POM	is020h	is020	pmagpy-3.11.2
219.0	5.0	59.0	This study	56.0	Northern Iceland	FS-FD:SO-POM	is021a	is021	pmagpy-3.11.2
191.0	5.0	59.0	This study	78.0	Northern Iceland	FS-FD:SO-POM	is021b	is021	pmagpy-3.11.2
207.0	5.0	59.0	This study	62.0	Northern Iceland	FS-FD:SO-POM	is021c	is021	pmagpy-3.11.2
255.0	5.0	59.0	This study	73.0	Northern Iceland	FS-FD:SO-POM	is021d	is021	pmagpy-3.11.2
271.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is021e	is021	pmagpy-3.11.2
234.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is021f	is021	pmagpy-3.11.2
206.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is021g	is021	pmagpy-3.11.2
215.0	5.0	59.0	This study	58.0	Northern Iceland	FS-FD:SO-POM	is021h	is021	pmagpy-3.11.2
192.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is021i	is021	pmagpy-3.11.2
197.0	5.0	59.0	This study	31.0	Northern Iceland	FS-FD:SO-POM	is021j	is021	pmagpy-3.11.2
205.0	5.0	59.0	This study	34.0	Northern Iceland	FS-FD:SO-POM	is021k	is021	pmagpy-3.11.2
238.0	5.0	59.0	This study	71.0	Northern Iceland	FS-FD:SO-POM	is022a	is022	pmagpy-3.11.2
222.0	5.0	59.0	This study	67.0	Northern Iceland	FS-FD:SO-POM	is022b	is022	pmagpy-3.11.2
201.0	5.0	59.0	This study	63.0	Northern Iceland	FS-FD:SO-POM	is022c	is022	pmagpy-3.11.2
165.0	5.0	59.0	This study	89.0	Northern Iceland	FS-FD:SO-POM	is022d	is022	pmagpy-3.11.2
200.0	5.0	59.0	This study	80.0	Northern Iceland	FS-FD:SO-POM	is022e	is022	pmagpy-3.11.2
257.0	5.0	59.0	This study	57.0	Northern Iceland	FS-FD:SO-POM	is022f	is022	pmagpy-3.11.2
256.0	5.0	59.0	This study	101.0	Northern Iceland	FS-FD:SO-POM	is022g	is022	pmagpy-3.11.2
203.0	5.0	59.0	This study	94.0	Northern Iceland	FS-FD:SO-POM	is022h	is022	pmagpy-3.11.2
243.0	5.0	59.0	This study	72.0	Northern Iceland	FS-FD:SO-POM	is022i	is022	pmagpy-3.11.2
258.0	5.0	59.0	This study	64.0	Northern Iceland	FS-FD:SO-POM	is022j	is022	pmagpy-3.11.2
183.0	5.0	59.0	This study	82.0	Northern Iceland	FS-FD:SO-POM	is023a	is023	pmagpy-3.11.2
176.0	5.0	59.0	This study	90.0	Northern Iceland	FS-FD:SO-POM	is023b	is023	pmagpy-3.11.2
215.0	5.0	59.0	This study	79.0	Northern Iceland	FS-FD:SO-POM	is023c	is023	pmagpy-3.11.2
212.0	5.0	59.0	This study	75.0	Northern Iceland	FS-FD:SO-POM	is023d	is023	pmagpy-3.11.2
243.0	5.0	59.0	This study	60.0	Northern Iceland	FS-FD:SO-POM	is023e	is023	pmagpy-3.11.2
240.0	5.0	59.0	This study	87.0	Northern Iceland	FS-FD:SO-POM	is023g	is023	pmagpy-3.11.2
283.0	5.0	59.0	This study	3.0	Northern Iceland	FS-FD:SO-POM	is023h	is023	pmagpy-3.11.2
187.0	5.0	59.0	This study	77.0	Northern Iceland	FS-FD:SO-POM	is023i	is023	pmagpy-3.11.2
